account_id,account_name,industry,account_owner,created_ts,source_system
ACC2843,Desai Technologies,Financial Services,Shalini Bajaj,2026-03-19,CRM
ACC2435,Joshi Consulting,Technology,Krishna Mehta,2026-04-17,CRM
ACC2896,Agrawal Foods,Financial Services,Jane Das,2026-02-12,CRM
ACC2119,Dubey Group,Technology,Radha Menon,2026-04-25,CRM
ACC2548,Tiwari Services,Construction,John Krishnan,2026-01-14,CRM
ACC2130,Tiwari Enterprises,Technology,Nisha Krishnan,2026-06-04,CRM
ACC2455,Verma Textiles,Financial Services,Ravi Shah,2026-03-28,CRM
ACC2832,Reddy Finance,Financial Services,Anjali Dubey,2026-01-18,CRM
ACC2050,Joshi Retail,Manufacturing,Alok Joshi,2026-02-05,CRM
ACC2559,Shah Technologies,Financial Services,Vikram Tiwari,2026-05-22,CRM
ACC2356,Krishnan Services,Transportation,Radha Yadav,2026-05-15,CRM
ACC2846,Tiwari Textiles,Technology,Pooja Iyer,2026-06-15,CRM
ACC2582,Bajaj Services,Transportation,Vikram Joshi,2026-05-26,CRM
ACC2195,Sharma Consulting,Transportation,Anita Nair,2026-03-10,CRM
ACC2722,Shukla Logistics,Technology,Rahul Kumar,2026-05-13,CRM
ACC2503,Singh Pharmaceuticals,Retail,Krishna Das,2026-03-10,CRM
ACC2219,Chopra Services,Construction,Suresh Malhotra,2026-06-28,CRM
ACC2271,Joshi Solutions,Transportation,John Bose,2026-06-02,CRM
ACC2790,Bose Textiles,Technology,Rohit Pandey,2026-01-26,CRM
ACC2460,Reddy Logistics,Construction,Pooja Malhotra,2026-04-11,CRM
ACC2189,Patel Traders,Retail,Anjali Gupta,2026-03-20,CRM
ACC2742,Joshi Retail,Construction,Deepak Verma,2026-04-18,CRM
ACC2696,Dubey Consulting,Retail,Sneha Yadav,2026-02-04,CRM
ACC2220,Das Healthcare,Retail,Alok Nair,2026-04-16,CRM
ACC2332,Nair Pharmaceuticals,Transportation,Anita Yadav,2026-05-25,CRM
ACC2347,Iyer Enterprises,Retail,Sneha Banerjee,2026-06-18,CRM
ACC2000,Tiwari Finance,Construction,Ravi Sharma,2026-02-27,CRM
ACC2276,Shah Traders,Technology,Shalini Srivastava,2026-03-06,CRM
ACC2810,Menon Traders,Healthcare,Mala Bajaj,2026-01-26,CRM
ACC2066,Iyer Textiles,Construction,Pooja Singh,2026-06-21,CRM
ACC2416,Gupta Retail,Technology,Kavita Pandey,2026-03-16,CRM
ACC2429,Bajaj Finance,Retail,Kavita Agrawal,2026-01-21,CRM
ACC2643,Mishra Services,Technology,Anita Verma,2026-02-17,CRM
ACC2671,Srivastava Retail,Transportation,Anita Iyer,2026-01-25,CRM
ACC2788,Shah Foods,Transportation,Sunita Sharma,2026-02-06,CRM
ACC2272,Mishra Logistics,Construction,Neha Patel,2026-02-02,CRM
ACC2573,Malhotra Traders,Healthcare,Vijay Mishra,2026-01-25,CRM
ACC2424,Mehta Industries,Manufacturing,Arjun Chopra,2026-04-30,CRM
ACC2314,Reddy Technologies,Healthcare,Vikram Das,2026-02-22,CRM
ACC2887,Srivastava Enterprises,Construction,Anjali Chopra,2026-01-21,CRM
ACC2090,Dubey Consulting,Retail,Kavita Banerjee,2026-02-28,CRM
ACC2049,Das Enterprises,Financial Services,Jane Patel,2026-01-28,CRM
ACC2431,Krishnan Industries,Technology,Deepak Reddy,2026-06-14,CRM
ACC2487,Yadav Traders,Healthcare,Jane Bose,2026-05-21,CRM
ACC2883,Srivastava Solutions,Technology,Lakshmi Patel,2026-05-29,CRM
ACC2350,Reddy Enterprises,Healthcare,Anil Shah,2026-03-21,CRM
ACC2637,Tiwari Healthcare,Technology,Sachin Malhotra,2026-02-14,CRM
ACC2267,Patel Enterprises,Financial Services,Nisha Iyer,2026-02-25,CRM
ACC2103,Tiwari Group,Construction,Sneha Bose,2026-06-07,CRM
ACC2008,Srivastava Logistics,Technology,Jane Desai,2026-03-09,CRM
ACC2632,Malhotra Industries,Healthcare,Priya Menon,2026-02-06,CRM
ACC2734,Bajaj Technologies,Construction,Radha Bose,2026-02-27,CRM
ACC2744,Singh Group,Retail,Amit Malhotra,2026-05-14,CRM
ACC2193,Bajaj Textiles,Transportation,Mala Patel,2026-03-24,CRM
ACC2478,Malhotra Group,Retail,Kavita Krishnan,2026-03-12,CRM
ACC2035,Bajaj Foods,Healthcare,Sunita Singh,2026-01-22,CRM
ACC2467,Mehta Enterprises,Technology,Sachin Agrawal,2026-04-08,CRM
ACC2857,Dubey Enterprises,Healthcare,Krishna Tiwari,2026-03-14,CRM
ACC2232,Mishra Technologies,Financial Services,Amit Chopra,2026-04-02,CRM
ACC2175,Patel Finance,Retail,Sandeep Kumar,2026-05-03,CRM
ACC2693,Verma Services,Manufacturing,Sandeep Dubey,2026-06-27,CRM
ACC2370,Patel Textiles,Technology,Neha Menon,2026-04-06,CRM
ACC2813,Das Foods,Technology,Jane Patel,2026-05-06,CRM
ACC2043,Gupta Group,Healthcare,Sunita Singh,2026-03-26,CRM
ACC2930,Bose Group,Retail,Neha Srivastava,2026-02-03,CRM
ACC2337,Srivastava Services,Healthcare,Meera Mehta,2026-06-07,CRM
ACC2319,Srivastava Enterprises,Healthcare,Meera Das,2026-04-22,CRM
ACC2093,Bose Services,Technology,Radha Das,2026-03-26,CRM
ACC2392,Malhotra Finance,Technology,Amit Chopra,2026-04-12,CRM
ACC2436,Bajaj Solutions,Technology,Neha Shukla,2026-03-16,CRM
ACC2298,Banerjee Logistics,Healthcare,Priya Reddy,2026-05-28,CRM
ACC2567,Sharma Textiles,Construction,Sunita Yadav,2026-06-11,CRM
ACC2911,Verma Pharmaceuticals,Construction,Ravi Mishra,2026-06-05,CRM
ACC2307,Chopra Traders,Financial Services,Nisha Kapoor,2026-03-21,CRM
ACC2900,Malhotra Consulting,Manufacturing,Sachin Malhotra,2026-01-05,CRM
ACC2795,Sharma Enterprises,Technology,Manish Tiwari,2026-04-11,CRM
ACC2112,Bajaj Solutions,Technology,Suresh Menon,2026-02-19,CRM
ACC2102,Shah Healthcare,Manufacturing,Priya Krishnan,2026-06-20,CRM
ACC2814,Desai Technologies,Manufacturing,Anjali Patel,2026-01-23,CRM
ACC2241,Das Services,Manufacturing,Deepak Joshi,2026-01-28,CRM
ACC2310,Kapoor Solutions,Manufacturing,John Iyer,2026-05-05,CRM
ACC2892,Das Technologies,Healthcare,Vijay Shukla,2026-05-17,CRM
ACC2110,Mishra Healthcare,Construction,Deepak Singh,2026-01-07,CRM
ACC2530,Desai Traders,Financial Services,Alok Kapoor,2026-02-18,CRM
ACC2642,Yadav Enterprises,Retail,Rekha Iyer,2026-01-17,CRM
ACC2420,Krishnan Foods,Financial Services,Neha Desai,2026-04-30,CRM
ACC2479,Nair Solutions,Technology,Priya Verma,2026-04-08,CRM
ACC2578,Das Textiles,Manufacturing,Amit Gupta,2026-05-22,CRM
ACC2474,Krishnan Logistics,Transportation,Usha Chopra,2026-06-24,CRM
ACC2774,Malhotra Foods,Technology,Dinesh Desai,2026-03-24,CRM
ACC2326,Chopra Healthcare,Financial Services,Deepak Tiwari,2026-02-13,CRM
ACC2678,Chopra Foods,Healthcare,Suresh Shukla,2026-01-24,CRM
ACC2908,Bose Industries,Transportation,Deepak Menon,2026-05-14,CRM
ACC2509,Shah Pharmaceuticals,Construction,Vikram Singh,2026-04-27,CRM
ACC2510,Menon Enterprises,Technology,Mala Desai,2026-05-01,CRM
ACC2895,Bajaj Logistics,Financial Services,Vikram Pandey,2026-02-03,CRM
ACC2132,Chopra Solutions,Transportation,Neha Das,2026-04-14,CRM
ACC2085,Malhotra Healthcare,Retail,Anjali Malhotra,2026-02-11,CRM
ACC2028,Iyer Consulting,Transportation,Usha Yadav,2026-03-29,CRM
ACC2713,Mehta Enterprises,Technology,Radha Banerjee,2026-04-17,CRM
ACC2458,Chopra Consulting,Manufacturing,Arjun Pandey,2026-05-13,CRM
ACC2020,Shukla Textiles,Transportation,Rekha Mehta,2026-04-28,CRM
ACC2758,Srivastava Pharmaceuticals,Technology,Neha Das,2026-05-21,CRM
ACC2322,Verma Textiles,Healthcare,Nisha Banerjee,2026-03-25,CRM
ACC2626,Mehta Solutions,Transportation,Amit Nair,2026-04-13,CRM
ACC2466,Tiwari Technologies,Technology,Anita Singh,2026-05-03,CRM
ACC2746,Agrawal Traders,Transportation,Sanjay Verma,2026-04-11,CRM
ACC2930,Bose Group,Retail,Neha Srivastava,2026-02-03,CRM
ACC2065,Agrawal Logistics,Financial Services,Sanjay Nair,2026-02-22,CRM
ACC2022,Tiwari Foods,Manufacturing,Usha Iyer,2026-05-30,CRM
ACC2124,Shah Healthcare,Manufacturing,John Shah,2026-06-27,CRM
ACC2661,Verma Foods,Healthcare,Rajesh Agrawal,2026-03-10,CRM
ACC2823,Bose Logistics,Retail,Jane Gupta,2026-05-19,CRM
ACC2875,Tiwari Enterprises,Construction,Arvind Chopra,2026-06-25,CRM
ACC2904,Patel Solutions,Healthcare,Sunita Reddy,2026-06-17,CRM
ACC2082,Shah Technologies,Financial Services,Anjali Menon,2026-04-04,CRM
ACC2666,Mishra Enterprises,Technology,Alok Joshi,2026-06-26,CRM
ACC2107,Shukla Consulting,Retail,Rekha Agrawal,2026-02-13,CRM
ACC2717,Das Foods,Transportation,Usha Chopra,2026-06-16,CRM
ACC2245,Shukla Services,Financial Services,Mala Tiwari,2026-02-28,CRM
ACC2345,Reddy Technologies,Retail,Sandeep Bose,2026-06-11,CRM
ACC2811,Joshi Textiles,Transportation,Sandeep Joshi,2026-05-22,CRM
ACC2058,Joshi Finance,Construction,Dinesh Shah,2026-01-15,CRM
ACC2593,Desai Retail,Manufacturing,Dinesh Singh,2026-04-21,CRM
ACC2693,Verma Services,Manufacturing,Sandeep Dubey,2026-06-27,CRM
ACC2415,Bose Services,Financial Services,John Mishra,2026-06-20,CRM
ACC2212,Shukla Pharmaceuticals,Construction,Nisha Dubey,2026-04-27,CRM
ACC2493,Shukla Traders,Transportation,Anil Mishra,2026-03-16,CRM
ACC2620,Bose Traders,Transportation,Alok Iyer,2026-04-19,CRM
ACC2060,Nair Pharmaceuticals,Technology,Sunita Patel,2026-05-16,CRM
ACC2507,Bajaj Group,Transportation,Radha Malhotra,2026-03-21,CRM
ACC2539,Banerjee Finance,Healthcare,Vikram Menon,2026-05-23,CRM
ACC2681,Chopra Services,Financial Services,Dinesh Iyer,2026-03-28,CRM
ACC2634,Desai Pharmaceuticals,Healthcare,Prakash Shukla,2026-04-23,CRM
ACC2080,Verma Industries,Transportation,Rajesh Sharma,2026-02-08,CRM
ACC2095,Verma Foods,Manufacturing,Krishna Patel,2026-03-30,CRM
ACC2842,Singh Technologies,Transportation,Sandeep Pandey,2026-05-02,CRM
ACC2942,Nair Pharmaceuticals,Healthcare,Geeta Mishra,2026-05-08,CRM
ACC2545,Patel Retail,Manufacturing,Suresh Malhotra,2026-04-17,CRM
ACC2329,Verma Traders,Financial Services,Anjali Singh,2026-02-20,CRM
ACC2263,Verma Healthcare,Technology,Dinesh Verma,2026-02-04,CRM
ACC2039,Banerjee Textiles,Transportation,Arvind Pandey,2026-06-16,CRM
ACC2865,Bose Retail,Retail,Suresh Banerjee,2026-06-09,CRM
ACC2852,Patel Pharmaceuticals,Healthcare,Sunita Singh,2026-04-03,CRM
ACC2670,Chopra Enterprises,Financial Services,Usha Kumar,2026-03-16,CRM
ACC2614,Mishra Healthcare,Financial Services,Dinesh Nair,2026-04-07,CRM
ACC2451,Bajaj Finance,Transportation,Vijay Shah,2026-04-04,CRM
ACC2625,Bose Logistics,Construction,Alok Bose,2026-06-15,CRM
ACC2003,Agrawal Foods,Healthcare,Rekha Singh,2026-05-24,CRM
ACC2309,Yadav Foods,Healthcare,Anjali Kumar,2026-06-22,CRM
ACC2454,Kapoor Consulting,Technology,Sneha Agrawal,2026-03-13,CRM
ACC2769,Banerjee Pharmaceuticals,Manufacturing,Alok Mehta,2026-05-21,CRM
ACC2405,Shah Services,Technology,Sachin Sharma,2026-06-23,CRM
ACC2938,Srivastava Pharmaceuticals,Retail,Sachin Agrawal,2026-05-07,CRM
ACC2176,Gupta Textiles,Manufacturing,Ravi Dubey,2026-01-19,CRM
ACC2444,Srivastava Foods,Manufacturing,Priya Das,2026-03-05,CRM
ACC2418,Desai Retail,Construction,Manish Mishra,2026-02-01,CRM
ACC2180,Kapoor Group,Manufacturing,Prakash Das,2026-03-18,CRM
ACC2866,Verma Technologies,Technology,Anil Nair,2026-06-19,CRM
ACC2705,Agrawal Healthcare,Transportation,Prakash Reddy,2026-04-11,CRM
ACC2853,Desai Services,Manufacturing,Arvind Iyer,2026-05-10,CRM
ACC2797,Nair Industries,Manufacturing,Vikram Mehta,2026-02-06,CRM
ACC2324,Menon Services,Healthcare,Rohit Gupta,2026-03-04,CRM
ACC2079,Kapoor Retail,Transportation,Sachin Tiwari,2026-04-20,CRM
ACC2561,Singh Textiles,Technology,Arvind Chopra,2026-03-04,CRM
ACC2387,Nair Enterprises,Retail,Jane Yadav,2026-03-27,CRM
ACC2385,Mehta Textiles,Financial Services,Lakshmi Patel,2026-03-06,CRM
ACC2178,Gupta Healthcare,Healthcare,Anita Banerjee,2026-05-23,CRM
ACC2576,Das Pharmaceuticals,Technology,John Desai,2026-03-04,CRM
ACC2570,Shukla Technologies,Healthcare,Lakshmi Bose,2026-05-17,CRM
ACC2105,Joshi Textiles,Retail,Deepak Banerjee,2026-05-29,CRM
ACC2331,Yadav Solutions,Manufacturing,Meera Kumar,2026-04-29,CRM
ACC2764,Bajaj Services,Retail,Arjun Gupta,2026-03-26,CRM
ACC2047,Verma Solutions,Manufacturing,Arvind Verma,2026-04-01,CRM
ACC2465,Shukla Finance,Transportation,Neha Reddy,2026-05-29,CRM
ACC2480,Desai Consulting,Retail,Anil Dubey,2026-02-07,CRM
ACC2685,Srivastava Traders,Manufacturing,Ravi Malhotra,2026-04-27,CRM
ACC2784,Banerjee Traders,Manufacturing,Dinesh Krishnan,2026-01-10,CRM
ACC2211,Pandey Finance,Technology,Dinesh Malhotra,2026-03-11,CRM
ACC2043,Gupta Group,Healthcare,Sunita Singh,2026-03-26,CRM
ACC2239,Gupta Pharmaceuticals,Financial Services,Usha Kumar,2026-05-31,CRM
ACC2378,Patel Healthcare,Manufacturing,Deepak Verma,2026-06-13,CRM
ACC2831,Menon Healthcare,Retail,John Bose,2026-06-10,CRM
ACC2695,Chopra Logistics,Financial Services,Jane Verma,2026-02-05,CRM
ACC2237,Iyer Pharmaceuticals,Financial Services,Suresh Mehta,2026-06-20,CRM
ACC2499,Banerjee Foods,Transportation,Sandeep Mishra,2026-02-19,CRM
ACC2224,Srivastava Pharmaceuticals,Healthcare,Jane Srivastava,2026-05-15,CRM
ACC2835,Mishra Textiles,Healthcare,Sanjay Agrawal,2026-04-17,CRM
ACC2587,Kumar Foods,Construction,Meera Banerjee,2026-05-26,CRM
ACC2495,Kapoor Solutions,Technology,Sandeep Banerjee,2026-05-15,CRM
ACC2912,Iyer Services,Technology,Arvind Yadav,2026-02-21,CRM
ACC2183,Singh Traders,Technology,John Kumar,2026-01-20,CRM
ACC2796,Kumar Foods,Financial Services,Anita Patel,2026-06-06,CRM
ACC2909,Reddy Enterprises,Construction,Shalini Reddy,2026-04-18,CRM
ACC2605,Banerjee Finance,Manufacturing,Arjun Iyer,2026-02-07,CRM
ACC2848,Agrawal Services,Financial Services,Dinesh Yadav,2026-01-15,CRM
ACC2169,Tiwari Foods,Retail,Lakshmi Iyer,2026-05-15,CRM
ACC2244,Srivastava Solutions,Retail,Rahul Nair,2026-01-13,CRM
ACC2010,Banerjee Services,Transportation,John Krishnan,2026-06-08,CRM
ACC2772,Mishra Retail,Retail,Alok Mehta,2026-01-05,CRM
ACC2372,Verma Services,Transportation,Pooja Malhotra,2026-06-16,CRM
ACC2406,Shah Industries,Construction,Geeta Patel,2026-06-15,CRM
ACC2092,Gupta Consulting,Financial Services,Shalini Srivastava,2026-03-31,CRM
ACC2522,Patel Group,Healthcare,Meera Krishnan,2026-05-01,CRM
ACC2513,Desai Industries,Technology,Prakash Pandey,2026-01-29,CRM
ACC2475,Shukla Healthcare,Construction,Krishna Reddy,2026-03-13,CRM
ACC2592,Mehta Finance,Retail,Pooja Sharma,2026-04-26,CRM
ACC2627,Menon Industries,Healthcare,Sandeep Mishra,2026-01-26,CRM
ACC2228,Chopra Solutions,Transportation,Usha Das,2026-05-05,CRM
ACC2401,Reddy Enterprises,Manufacturing,Deepak Kapoor,2026-02-12,CRM
ACC2374,Dubey Traders,Retail,Lakshmi Pandey,2026-05-01,CRM
ACC2152,Kumar Enterprises,Technology,Anjali Menon,2026-06-16,CRM
ACC2483,Krishnan Finance,Technology,Arvind Dubey,2026-06-28,CRM
ACC2552,Sharma Healthcare,Construction,Deepak Malhotra,2026-01-31,CRM
ACC2862,Sharma Healthcare,Financial Services,Mala Mishra,2026-06-05,CRM
ACC2266,Verma Services,Manufacturing,Nisha Mehta,2026-06-07,CRM
ACC2133,Kapoor Group,Construction,Sachin Dubey,2026-06-09,CRM
ACC2037,Shukla Retail,Construction,Arjun Bose,2026-03-09,CRM
ACC2217,Shah Pharmaceuticals,Technology,Dinesh Srivastava,2026-05-04,CRM
ACC2700,Bajaj Industries,Construction,Rekha Gupta,2026-02-01,CRM
ACC2674,Singh Consulting,Retail,Pooja Dubey,2026-06-23,CRM
ACC2519,Kapoor Solutions,Retail,Sunita Krishnan,2026-03-20,CRM
ACC2019,Joshi Group,Technology,Shalini Gupta,2026-03-22,CRM
ACC2077,Menon Services,Financial Services,John Mehta,2026-01-12,CRM
ACC2078,Yadav Traders,Transportation,Rahul Chopra,2026-03-09,CRM
ACC2269,Bajaj Solutions,Financial Services,Rohit Krishnan,2026-01-16,CRM
ACC2850,Yadav Services,Technology,Anil Shah,2026-05-26,CRM
ACC2551,Shukla Healthcare,Retail,Rajesh Joshi,2026-03-27,CRM
ACC2143,Reddy Enterprises,Transportation,Sachin Reddy,2026-01-30,CRM
ACC2287,Pandey Logistics,Manufacturing,Sanjay Krishnan,2026-06-02,CRM
ACC2083,Desai Healthcare,Transportation,Amit Bajaj,2026-03-05,CRM
ACC2179,Reddy Consulting,Technology,Nisha Reddy,2026-02-27,CRM
ACC2111,Shukla Foods,Retail,Amit Singh,2026-01-19,CRM
ACC2564,Mishra Logistics,Construction,Sachin Tiwari,2026-02-05,CRM
ACC2879,Mishra Retail,Retail,Krishna Tiwari,2026-02-16,CRM
ACC2860,Mehta Textiles,Technology,Rekha Iyer,2026-01-06,CRM
ACC2902,Kumar Industries,Financial Services,Sanjay Agrawal,2026-06-16,CRM
ACC2749,Dubey Enterprises,Financial Services,Anil Pandey,2026-03-23,CRM
ACC2473,Das Logistics,Construction,Lakshmi Agrawal,2026-04-28,CRM
ACC2945,Dubey Industries,Retail,Rajesh Sharma,2026-06-04,CRM
ACC2046,Mishra Pharmaceuticals,Retail,Lakshmi Singh,2026-04-15,CRM
ACC2137,Chopra Consulting,Manufacturing,Suresh Chopra,2026-03-13,CRM
ACC2368,Agrawal Traders,Retail,Geeta Bajaj,2026-04-22,CRM
ACC2283,Kapoor Solutions,Healthcare,Prakash Banerjee,2026-01-16,CRM
ACC2446,Kumar Pharmaceuticals,Technology,Arvind Yadav,2026-04-30,CRM
ACC2178,Gupta Healthcare,Healthcare,Anita Banerjee,2026-05-23,CRM
ACC2252,Agrawal Group,Financial Services,Rohit Agrawal,2026-02-12,CRM
ACC2872,Chopra Solutions,Construction,Anil Bose,2026-01-07,CRM
ACC2004,Mehta Enterprises,Technology,Arvind Pandey,2026-04-18,CRM
ACC2172,Patel Technologies,Technology,Arjun Iyer,2026-03-16,CRM
ACC2834,Kapoor Group,Retail,Shalini Agrawal,2026-01-04,CRM
ACC2763,Joshi Group,Transportation,Neha Gupta,2026-04-24,CRM
ACC2373,Shah Traders,Healthcare,Sandeep Mishra,2026-03-15,CRM
ACC2939,Yadav Pharmaceuticals,Financial Services,Sachin Gupta,2026-03-03,CRM
ACC2579,Mehta Technologies,Transportation,Lakshmi Patel,2026-02-13,CRM
ACC2156,Yadav Pharmaceuticals,Technology,Geeta Singh,2026-06-06,CRM
ACC2828,Bajaj Retail,Retail,Radha Nair,2026-05-27,CRM
ACC2313,Agrawal Solutions,Financial Services,Sanjay Shukla,2026-01-12,CRM
ACC2336,Patel Technologies,Financial Services,Suresh Kapoor,2026-03-15,CRM
ACC2720,Reddy Technologies,Financial Services,Suresh Reddy,2026-06-20,CRM
ACC2497,Mishra Industries,Financial Services,Shalini Joshi,2026-02-11,CRM
ACC2893,Desai Technologies,Financial Services,Arvind Tiwari,2026-05-16,CRM
ACC2473,Das Logistics,Construction,Lakshmi Agrawal,2026-04-28,CRM
ACC2071,Krishnan Enterprises,Financial Services,Geeta Dubey,2026-06-06,CRM
ACC2291,Chopra Services,Manufacturing,Vikram Menon,2026-04-13,CRM
ACC2102,Shah Healthcare,Manufacturing,Priya Krishnan,2026-06-20,CRM
ACC2240,Menon Enterprises,Financial Services,Deepak Mehta,2026-04-27,CRM
ACC2131,Singh Finance,Manufacturing,Vikram Shukla,2026-05-05,CRM
ACC2365,Mehta Pharmaceuticals,Retail,Krishna Patel,2026-04-06,CRM
ACC2825,Agrawal Textiles,Technology,Sneha Dubey,2026-06-25,CRM
ACC2748,Banerjee Finance,Retail,Arjun Singh,2026-03-22,CRM
ACC2594,Nair Solutions,Manufacturing,Manish Bose,2026-01-22,CRM
ACC2202,Gupta Logistics,Financial Services,Amit Kapoor,2026-03-24,CRM
ACC2100,Srivastava Industries,Transportation,Pooja Bose,2026-03-18,CRM
ACC2913,Menon Finance,Construction,Kavita Pandey,2026-01-11,CRM
ACC2068,Reddy Foods,Healthcare,Rahul Kapoor,2026-01-19,CRM
ACC2101,Bose Textiles,Financial Services,Radha Banerjee,2026-04-14,CRM
ACC2732,Chopra Healthcare,Manufacturing,Nisha Singh,2026-03-23,CRM
ACC2638,Chopra Retail,Manufacturing,Rajesh Kumar,2026-04-29,CRM
ACC2472,Joshi Retail,Financial Services,Arjun Agrawal,2026-06-19,CRM
ACC2562,Mehta Solutions,Financial Services,Dinesh Krishnan,2026-03-07,CRM
ACC2882,Banerjee Pharmaceuticals,Retail,Krishna Nair,2026-01-31,CRM
ACC2580,Srivastava Textiles,Transportation,John Shukla,2026-03-26,CRM
ACC2185,Patel Healthcare,Financial Services,Lakshmi Banerjee,2026-03-14,CRM
ACC2855,Shukla Foods,Manufacturing,Alok Desai,2026-02-15,CRM
ACC2847,Kapoor Healthcare,Retail,John Joshi,2026-04-15,CRM
ACC2258,Das Services,Transportation,Krishna Nair,2026-04-06,CRM
ACC2631,Desai Technologies,Manufacturing,Radha Shah,2026-01-27,CRM
ACC2789,Agrawal Services,Financial Services,Ravi Srivastava,2026-01-19,CRM
ACC2800,Sharma Finance,Construction,Sandeep Kapoor,2026-03-05,CRM
ACC2829,Yadav Pharmaceuticals,Construction,Anjali Verma,2026-02-12,CRM
ACC2145,Malhotra Textiles,Manufacturing,Anita Bose,2026-02-20,CRM
ACC2127,Bajaj Consulting,Technology,Nisha Das,2026-06-28,CRM
ACC2121,Mehta Finance,Retail,Alok Dubey,2026-05-14,CRM
ACC2216,Banerjee Services,Technology,Priya Tiwari,2026-05-29,CRM
ACC2352,Mehta Solutions,Manufacturing,Prakash Gupta,2026-05-11,CRM
ACC2733,Gupta Foods,Financial Services,Shalini Dubey,2026-01-31,CRM
ACC2312,Menon Industries,Financial Services,Ravi Desai,2026-06-23,CRM
ACC2087,Bose Services,Transportation,Nisha Mishra,2026-03-05,CRM
ACC2733,Gupta Foods,Financial Services,Shalini Dubey,2026-01-31,CRM
ACC2725,Gupta Finance,Transportation,Shalini Agrawal,2026-05-28,CRM
ACC2403,Mehta Consulting,Healthcare,Vijay Iyer,2026-01-20,CRM
ACC2610,Srivastava Logistics,Manufacturing,Sneha Mishra,2026-03-27,CRM
ACC2809,Sharma Textiles,Transportation,Lakshmi Pandey,2026-02-12,CRM
ACC2826,Bajaj Healthcare,Manufacturing,Lakshmi Nair,2026-03-18,CRM
ACC2042,Nair Healthcare,Healthcare,Rajesh Singh,2026-01-19,CRM
ACC2126,Kapoor Textiles,Healthcare,Sandeep Krishnan,2026-02-22,CRM
ACC2144,Verma Foods,Healthcare,Sachin Banerjee,2026-03-21,CRM
ACC2568,Pandey Traders,Healthcare,Vikram Gupta,2026-02-25,CRM
ACC2680,Joshi Textiles,Retail,Usha Das,2026-02-24,CRM
ACC2011,Joshi Enterprises,Healthcare,Rohit Nair,2026-01-12,CRM
ACC2382,Menon Traders,Transportation,Alok Nair,2026-06-21,CRM
ACC2305,Das Industries,Construction,Anita Bose,2026-06-12,CRM
ACC2147,Yadav Finance,Retail,Jane Pandey,2026-06-25,CRM
ACC2649,Verma Traders,Financial Services,Alok Banerjee,2026-06-27,CRM
ACC2503,Singh Pharmaceuticals,Retail,Krishna Das,2026-03-10,CRM
ACC2558,Chopra Textiles,Healthcare,Rekha Desai,2026-05-25,CRM
ACC2400,Gupta Logistics,Transportation,Pooja Verma,2026-03-17,CRM
ACC2139,Desai Healthcare,Transportation,Usha Patel,2026-01-18,CRM
ACC2801,Iyer Consulting,Healthcare,Meera Desai,2026-01-01,CRM
ACC2737,Banerjee Foods,Retail,Rohit Joshi,2026-03-19,CRM
ACC2160,Agrawal Healthcare,Healthcare,Rajesh Sharma,2026-03-03,CRM
ACC2485,Patel Solutions,Technology,Alok Singh,2026-02-27,CRM
ACC2031,Mehta Retail,Technology,Deepak Dubey,2026-02-20,CRM
ACC2404,Agrawal Consulting,Transportation,Anil Desai,2026-06-23,CRM
ACC2868,Verma Pharmaceuticals,Healthcare,Deepak Bose,2026-03-28,CRM
ACC2448,Kapoor Healthcare,Construction,Anil Agrawal,2026-05-30,CRM
ACC2288,Kapoor Retail,Technology,Prakash Banerjee,2026-04-21,CRM
ACC2088,Mishra Enterprises,Healthcare,Shalini Kumar,2026-04-08,CRM
ACC2621,Kapoor Foods,Manufacturing,Sneha Gupta,2026-05-30,CRM
ACC2812,Bose Finance,Financial Services,Usha Iyer,2026-03-02,CRM
ACC2296,Chopra Solutions,Healthcare,Rajesh Krishnan,2026-04-16,CRM
ACC2108,Agrawal Solutions,Transportation,John Banerjee,2026-06-08,CRM
ACC2514,Krishnan Group,Technology,Sunita Dubey,2026-02-21,CRM
ACC2874,Patel Foods,Transportation,Sneha Tiwari,2026-05-27,CRM
ACC2806,Chopra Finance,Healthcare,Priya Sharma,2026-01-19,CRM
ACC2046,Mishra Pharmaceuticals,Retail,Lakshmi Singh,2026-04-15,CRM
ACC2599,Gupta Traders,Manufacturing,Jane Shah,2026-04-25,CRM
ACC2064,Reddy Industries,Manufacturing,Mala Patel,2026-06-18,CRM
ACC2478,Malhotra Group,Retail,Kavita Krishnan,2026-03-12,CRM
ACC2656,Shukla Textiles,Transportation,Radha Mehta,2026-05-06,CRM
ACC2006,Menon Logistics,Financial Services,Sachin Pandey,2026-02-09,CRM
ACC2547,Mehta Industries,Manufacturing,Rekha Chopra,2026-04-05,CRM
ACC2121,Mehta Finance,Retail,Alok Dubey,2026-05-14,CRM
ACC2689,Das Solutions,Financial Services,Sachin Patel,2026-06-29,CRM
ACC2897,Patel Finance,Financial Services,Meera Dubey,2026-04-27,CRM
ACC2017,Bose Logistics,Retail,Rajesh Singh,2026-01-15,CRM
ACC2323,Reddy Pharmaceuticals,Retail,Sachin Mishra,2026-06-26,CRM
ACC2443,Singh Traders,Healthcare,Shalini Kapoor,2026-01-13,CRM
ACC2414,Gupta Pharmaceuticals,Construction,Arjun Srivastava,2026-04-24,CRM
ACC2645,Mehta Logistics,Technology,Dinesh Agrawal,2026-04-10,CRM
