transaction_id,customer_id,account_id,transaction_type,amount,currency,transaction_date,source_system
TXN5787,CRM1787,ACC1787,Credit,28254,INR,2024-11-15 00:00:00,CRM
TXN5511,CRM1511,ACC1511,Credit,43823,INR,2024-09-18 00:00:00,CRM
TXN5592,CRM1592,ACC1592,Invoice,8790,INR,2024-01-23 00:00:00,CRM
TXN5810,CRM1810,ACC1810,Credit,5844,INR,2026-01-17 00:00:00,CRM
TXN5394,CRM1394,ACC1394,Refund,24179,INR,2024-09-09 00:00:00,CRM
TXN5161,CRM1161,ACC1161,Refund,41482,INR,2025-06-21 00:00:00,CRM
TXN5694,CRM1694,ACC1694,Credit,22343,INR,2026-02-23 00:00:00,CRM
TXN5017,CRM1017,ACC1017,Invoice,20458,INR,2025-09-21 00:00:00,CRM
TXN5493,CRM1493,ACC1493,Payment,41402,INR,2024-08-22 00:00:00,CRM
TXN5277,CRM1277,ACC1277,Payment,11322,INR,2025-03-17 00:00:00,CRM
TXN5765,CRM1765,ACC1765,Order,30605,INR,2025-07-04 00:00:00,CRM
TXN5259,CRM1259,ACC1259,Credit,33065,INR,2025-02-08 00:00:00,CRM
TXN5630,CRM1630,ACC1630,Payment,47759,INR,2026-03-17 00:00:00,CRM
TXN5688,CRM1688,ACC1688,Order,26286,INR,2025-01-03 00:00:00,CRM
TXN5950,CRM1950,ACC1950,Order,5703,INR,2025-01-12 00:00:00,CRM
TXN5626,CRM1626,ACC1626,Order,30604,INR,2024-06-24 00:00:00,CRM
TXN5474,CRM1474,ACC1474,Order,9671,INR,2024-07-17 00:00:00,CRM
TXN5010,CRM1010,ACC1010,Invoice,32790,INR,2025-12-24 00:00:00,CRM
TXN5056,CRM1056,ACC1056,Refund,26978,INR,2025-06-15 00:00:00,CRM
TXN5107,CRM1107,ACC1107,Order,9328,INR,2026-03-23 00:00:00,CRM
TXN5341,CRM1341,ACC1341,Credit,15049,INR,2024-09-29 00:00:00,CRM
TXN5480,CRM1480,ACC1480,Payment,42774,INR,2025-10-18 00:00:00,CRM
TXN5456,CRM1456,ACC1456,Invoice,35152,INR,2024-09-14 00:00:00,CRM
TXN5150,CRM1150,ACC1150,Credit,29180,INR,2024-09-11 00:00:00,CRM
TXN5736,CRM1736,ACC1736,Credit,20153,INR,2025-10-03 00:00:00,CRM
TXN5159,CRM1159,ACC1159,Order,6404,INR,2024-10-18 00:00:00,CRM
TXN5100,CRM1100,ACC1100,Invoice,4133,INR,2024-12-05 00:00:00,CRM
TXN5883,CRM1883,ACC1883,Order,20311,INR,2025-10-24 00:00:00,CRM
TXN5704,CRM1704,ACC1704,Refund,4037,INR,2025-12-04 00:00:00,CRM
TXN5433,CRM1433,ACC1433,Order,11962,INR,2024-06-04 00:00:00,CRM
TXN5445,CRM1445,ACC1445,Credit,1483,INR,2024-04-20 00:00:00,CRM
TXN5209,CRM1209,ACC1209,Refund,36796,INR,2024-08-23 00:00:00,CRM
TXN5393,CRM1393,ACC1393,Order,45552,INR,2026-03-10 00:00:00,CRM
TXN5624,CRM1624,ACC1624,Refund,14888,INR,2025-12-22 00:00:00,CRM
TXN5918,CRM1918,ACC1918,Payment,13565,INR,2025-01-04 00:00:00,CRM
TXN5602,CRM1602,ACC1602,Refund,32393,INR,2025-04-12 00:00:00,CRM
TXN5598,CRM1598,ACC1598,Order,37962,INR,2025-01-12 00:00:00,CRM
TXN5420,CRM1420,ACC1420,Order,37934,INR,2025-04-06 00:00:00,CRM
TXN5282,CRM1282,ACC1282,Order,10878,INR,2025-11-07 00:00:00,CRM
TXN5278,CRM1278,ACC1278,Invoice,2224,INR,2024-08-07 00:00:00,CRM
TXN5398,CRM1398,ACC1398,Order,15381,INR,2025-09-02 00:00:00,CRM
TXN5869,CRM1869,ACC1869,Credit,4161,INR,2025-01-10 00:00:00,CRM
TXN5044,CRM1044,ACC1044,Invoice,11829,INR,2025-12-25 00:00:00,CRM
TXN5114,CRM1114,ACC1114,Credit,29229,INR,2024-12-23 00:00:00,CRM
TXN5199,CRM1199,ACC1199,Payment,41322,INR,2024-03-07 00:00:00,CRM
TXN5560,CRM1560,ACC1560,Payment,18781,INR,2024-12-03 00:00:00,CRM
TXN5791,CRM1791,ACC1791,Invoice,30487,INR,2025-01-13 00:00:00,CRM
TXN5775,CRM1775,ACC1775,Credit,36923,INR,2025-02-27 00:00:00,CRM
TXN5097,CRM1097,ACC1097,Credit,38659,INR,2025-03-25 00:00:00,CRM
TXN5750,CRM1750,ACC1750,Refund,31793,INR,2024-09-26 00:00:00,CRM
TXN5764,CRM1764,ACC1764,Refund,12535,INR,2024-10-19 00:00:00,CRM
TXN5185,CRM1185,ACC1185,Order,11402,INR,2025-09-05 00:00:00,CRM
TXN5107,CRM1107,ACC1107,Order,9328,INR,2026-03-23 00:00:00,CRM
TXN5134,CRM1134,ACC1134,Order,14289,INR,2025-12-04 00:00:00,CRM
TXN5923,CRM1923,ACC1923,Order,28739,INR,2024-08-01 00:00:00,CRM
TXN5458,CRM1458,ACC1458,Refund,22923,INR,2024-08-21 00:00:00,CRM
TXN5823,CRM1823,ACC1823,Payment,20881,INR,2024-02-24 00:00:00,CRM
TXN5310,CRM1310,ACC1310,Payment,11336,INR,2025-09-06 00:00:00,CRM
TXN5041,CRM1041,ACC1041,Credit,48914,INR,2025-12-21 00:00:00,CRM
TXN5654,CRM1654,ACC1654,Payment,37316,INR,2025-12-29 00:00:00,CRM
TXN5285,CRM1285,ACC1285,Order,15914,INR,2025-01-13 00:00:00,CRM
TXN5836,CRM1836,ACC1836,Order,28120,INR,2025-01-03 00:00:00,CRM
TXN5418,CRM1418,ACC1418,Payment,32614,INR,2026-02-13 00:00:00,CRM
TXN5502,CRM1502,ACC1502,Payment,17663,INR,2025-03-13 00:00:00,CRM
TXN5527,CRM1527,ACC1527,Invoice,34674,INR,2024-08-29 00:00:00,CRM
TXN5455,CRM1455,ACC1455,Order,11288,INR,2024-02-24 00:00:00,CRM
TXN5693,CRM1693,ACC1693,Order,39432,INR,2024-02-04 00:00:00,CRM
TXN5170,CRM1170,ACC1170,Credit,39572,INR,2024-12-19 00:00:00,CRM
TXN5098,CRM1098,ACC1098,Order,12741,INR,2025-08-07 00:00:00,CRM
TXN5201,CRM1201,ACC1201,Payment,24877,INR,2024-10-18 00:00:00,CRM
TXN5862,CRM1862,ACC1862,Credit,14797,INR,2024-05-02 00:00:00,CRM
TXN5494,CRM1494,ACC1494,Payment,15541,INR,2024-11-08 00:00:00,CRM
TXN5271,CRM1271,ACC1271,Invoice,21623,INR,2025-03-23 00:00:00,CRM
TXN5387,CRM1387,ACC1387,Credit,20970,INR,2025-12-06 00:00:00,CRM
TXN5202,CRM1202,ACC1202,Refund,11803,INR,2024-09-09 00:00:00,CRM
TXN5171,CRM1171,ACC1171,Invoice,46018,INR,2025-08-20 00:00:00,CRM
TXN5843,CRM1843,ACC1843,Invoice,47485,INR,2025-03-25 00:00:00,CRM
TXN5376,CRM1376,ACC1376,Credit,10032,INR,2024-04-09 00:00:00,CRM
TXN5105,CRM1105,ACC1105,Credit,34509,INR,2024-09-05 00:00:00,CRM
TXN5435,CRM1435,ACC1435,Refund,28561,INR,2025-05-04 00:00:00,CRM
TXN5070,CRM1070,ACC1070,Refund,8425,INR,2025-10-22 00:00:00,CRM
TXN5055,CRM1055,ACC1055,Order,35398,INR,2024-06-18 00:00:00,CRM
TXN5792,CRM1792,ACC1792,Payment,34622,INR,2024-07-10 00:00:00,CRM
TXN5716,CRM1716,ACC1716,Payment,14563,INR,2026-01-06 00:00:00,CRM
TXN5186,CRM1186,ACC1186,Credit,4531,INR,2025-03-29 00:00:00,CRM
TXN5857,CRM1857,ACC1857,Order,43213,INR,2024-06-14 00:00:00,CRM
TXN5942,CRM1942,ACC1942,Order,20226,INR,2026-03-06 00:00:00,CRM
TXN5722,CRM1722,ACC1722,Refund,46649,INR,2024-07-14 00:00:00,CRM
TXN5469,CRM1469,ACC1469,Payment,3589,INR,2024-02-02 00:00:00,CRM
TXN5755,CRM1755,ACC1755,Payment,38579,INR,2025-12-16 00:00:00,CRM
TXN5657,CRM1657,ACC1657,Credit,34703,INR,2025-04-24 00:00:00,CRM
TXN5653,CRM1653,ACC1653,Order,33541,INR,2025-08-10 00:00:00,CRM
TXN5033,CRM1033,ACC1033,Credit,34892,INR,2025-09-23 00:00:00,CRM
TXN5196,CRM1196,ACC1196,Credit,24301,INR,2025-02-19 00:00:00,CRM
TXN5890,CRM1890,ACC1890,Invoice,48920,INR,2024-12-17 00:00:00,CRM
TXN5818,CRM1818,ACC1818,Credit,46333,INR,2025-09-10 00:00:00,CRM
TXN5597,CRM1597,ACC1597,Payment,5655,INR,2025-07-20 00:00:00,CRM
TXN5143,CRM1143,ACC1143,Credit,49391,INR,2025-11-20 00:00:00,CRM
TXN5004,CRM1004,ACC1004,Invoice,9468,INR,2024-12-04 00:00:00,CRM
TXN5022,CRM1022,ACC1022,Payment,24912,INR,2025-10-16 00:00:00,CRM
TXN5006,CRM1006,ACC1006,Order,21763,INR,2026-03-02 00:00:00,CRM
TXN5499,CRM1499,ACC1499,Order,28351,INR,2024-12-19 00:00:00,CRM
TXN5020,CRM1020,ACC1020,Invoice,910,INR,2024-02-10 00:00:00,CRM
TXN5837,CRM1837,ACC1837,Credit,39981,INR,2025-12-28 00:00:00,CRM
TXN5719,CRM1719,ACC1719,Credit,22768,INR,2024-02-02 00:00:00,CRM
TXN5879,CRM1879,ACC1879,Refund,13367,INR,2025-12-02 00:00:00,CRM
TXN5515,CRM1515,ACC1515,Credit,10658,INR,2026-02-21 00:00:00,CRM
TXN5410,CRM1410,ACC1410,Payment,12226,INR,2024-02-18 00:00:00,CRM
TXN5762,CRM1762,ACC1762,Refund,14427,INR,2025-01-23 00:00:00,CRM
TXN5838,CRM1838,ACC1838,Invoice,46447,INR,2024-01-11 00:00:00,CRM
TXN5645,CRM1645,ACC1645,Order,49490,INR,2024-02-14 00:00:00,CRM
TXN5532,CRM1532,ACC1532,Invoice,11798,INR,2025-06-13 00:00:00,CRM
TXN5402,CRM1402,ACC1402,Refund,46988,INR,2025-10-25 00:00:00,CRM
TXN5364,CRM1364,ACC1364,Order,40888,INR,2024-04-09 00:00:00,CRM
TXN5563,CRM1563,ACC1563,Order,29067,INR,2025-03-19 00:00:00,CRM
TXN5147,CRM1147,ACC1147,Order,40969,INR,2026-01-08 00:00:00,CRM
TXN5675,CRM1675,ACC1675,Invoice,28069,INR,2025-06-26 00:00:00,CRM
TXN5720,CRM1720,ACC1720,Refund,19015,INR,2024-02-14 00:00:00,CRM
TXN5266,CRM1266,ACC1266,Order,27427,INR,2025-01-26 00:00:00,CRM
TXN5916,CRM1916,ACC1916,Refund,26804,INR,2025-08-23 00:00:00,CRM
TXN5168,CRM1168,ACC1168,Refund,4826,INR,2026-01-29 00:00:00,CRM
TXN5886,CRM1886,ACC1886,Invoice,25753,INR,2024-05-17 00:00:00,CRM
TXN5023,CRM1023,ACC1023,Invoice,38925,INR,2025-10-24 00:00:00,CRM
TXN5442,CRM1442,ACC1442,Payment,35457,INR,2026-03-27 00:00:00,CRM
TXN5246,CRM1246,ACC1246,Order,8133,INR,2024-02-21 00:00:00,CRM
TXN5741,CRM1741,ACC1741,Payment,45459,INR,2025-08-03 00:00:00,CRM
TXN5715,CRM1715,ACC1715,Order,21439,INR,2024-04-23 00:00:00,CRM
TXN5354,CRM1354,ACC1354,Invoice,47340,INR,2025-02-21 00:00:00,CRM
TXN5141,CRM1141,ACC1141,Refund,27377,INR,2025-04-22 00:00:00,CRM
TXN5067,CRM1067,ACC1067,Credit,16300,INR,2026-01-17 00:00:00,CRM
TXN5831,CRM1831,ACC1831,Invoice,4377,INR,2024-09-15 00:00:00,CRM
TXN5293,CRM1293,ACC1293,Order,5127,INR,2025-07-13 00:00:00,CRM
TXN5665,CRM1665,ACC1665,Invoice,20872,INR,2025-07-05 00:00:00,CRM
TXN5005,CRM1005,ACC1005,Credit,28559,INR,2025-03-02 00:00:00,CRM
TXN5054,CRM1054,ACC1054,Credit,30855,INR,2024-12-19 00:00:00,CRM
TXN5528,CRM1528,ACC1528,Invoice,37725,INR,2026-03-22 00:00:00,CRM
TXN5613,CRM1613,ACC1613,Credit,5379,INR,2025-04-05 00:00:00,CRM
TXN5594,CRM1594,ACC1594,Payment,30289,INR,2025-10-08 00:00:00,CRM
TXN5483,CRM1483,ACC1483,Credit,25371,INR,2025-12-02 00:00:00,CRM
TXN5596,CRM1596,ACC1596,Invoice,25412,INR,2024-01-16 00:00:00,CRM
TXN5299,CRM1299,ACC1299,Credit,24997,INR,2025-03-24 00:00:00,CRM
TXN5268,CRM1268,ACC1268,Refund,19286,INR,2024-02-20 00:00:00,CRM
TXN5802,CRM1802,ACC1802,Invoice,4925,INR,2024-12-27 00:00:00,CRM
TXN5546,CRM1546,ACC1546,Payment,25647,INR,2026-03-26 00:00:00,CRM
TXN5273,CRM1273,ACC1273,Credit,44391,INR,2025-08-28 00:00:00,CRM
TXN5419,CRM1419,ACC1419,Refund,22776,INR,2025-07-04 00:00:00,CRM
TXN5917,CRM1917,ACC1917,Payment,47800,INR,2026-03-01 00:00:00,CRM
TXN5734,CRM1734,ACC1734,Order,33692,INR,2025-09-18 00:00:00,CRM
TXN5112,CRM1112,ACC1112,Credit,45458,INR,2025-04-21 00:00:00,CRM
TXN5579,CRM1579,ACC1579,Credit,41252,INR,2025-02-18 00:00:00,CRM
TXN5245,CRM1245,ACC1245,Credit,2134,INR,2026-02-12 00:00:00,CRM
TXN5834,CRM1834,ACC1834,Invoice,48416,INR,2024-05-14 00:00:00,CRM
TXN5310,CRM1310,ACC1310,Payment,11336,INR,2025-09-06 00:00:00,CRM
TXN5066,CRM1066,ACC1066,Refund,25561,INR,2025-11-04 00:00:00,CRM
TXN5216,CRM1216,ACC1216,Invoice,39346,INR,2024-02-01 00:00:00,CRM
TXN5257,CRM1257,ACC1257,Credit,40401,INR,2025-05-28 00:00:00,CRM
TXN5652,CRM1652,ACC1652,Payment,46418,INR,2025-10-31 00:00:00,CRM
TXN5304,CRM1304,ACC1304,Order,12285,INR,2024-07-12 00:00:00,CRM
TXN5605,CRM1605,ACC1605,Refund,39960,INR,2024-07-08 00:00:00,CRM
TXN5115,CRM1115,ACC1115,Invoice,45937,INR,2026-01-27 00:00:00,CRM
TXN5721,CRM1721,ACC1721,Refund,7046,INR,2026-02-22 00:00:00,CRM
TXN5088,CRM1088,ACC1088,Payment,27885,INR,2024-05-05 00:00:00,CRM
TXN5288,CRM1288,ACC1288,Credit,29898,INR,2024-05-30 00:00:00,CRM
TXN5538,CRM1538,ACC1538,Order,1566,INR,2024-03-05 00:00:00,CRM
TXN5870,CRM1870,ACC1870,Refund,37015,INR,2025-01-12 00:00:00,CRM
TXN5429,CRM1429,ACC1429,Refund,41959,INR,2024-12-08 00:00:00,CRM
TXN5347,CRM1347,ACC1347,Refund,39948,INR,2025-08-12 00:00:00,CRM
TXN5389,CRM1389,ACC1389,Credit,17619,INR,2024-11-17 00:00:00,CRM
TXN5270,CRM1270,ACC1270,Payment,16768,INR,2024-08-26 00:00:00,CRM
TXN5541,CRM1541,ACC1541,Order,2453,INR,2025-06-04 00:00:00,CRM
TXN5644,CRM1644,ACC1644,Payment,12685,INR,2025-03-13 00:00:00,CRM
TXN5210,CRM1210,ACC1210,Order,29947,INR,2025-02-12 00:00:00,CRM
TXN5450,CRM1450,ACC1450,Credit,39528,INR,2025-01-01 00:00:00,CRM
TXN5139,CRM1139,ACC1139,Order,14082,INR,2024-06-10 00:00:00,CRM
TXN5553,CRM1553,ACC1553,Credit,42542,INR,2024-05-21 00:00:00,CRM
TXN5901,CRM1901,ACC1901,Credit,45241,INR,2025-01-24 00:00:00,CRM
TXN5116,CRM1116,ACC1116,Payment,44235,INR,2025-06-10 00:00:00,CRM
TXN5815,CRM1815,ACC1815,Credit,3413,INR,2025-12-26 00:00:00,CRM
TXN5889,CRM1889,ACC1889,Invoice,27431,INR,2025-11-12 00:00:00,CRM
TXN5526,CRM1526,ACC1526,Invoice,39323,INR,2025-04-05 00:00:00,CRM
TXN5142,CRM1142,ACC1142,Invoice,4006,INR,2024-04-27 00:00:00,CRM
TXN5888,CRM1888,ACC1888,Payment,10124,INR,2024-09-18 00:00:00,CRM
TXN5440,CRM1440,ACC1440,Payment,46974,INR,2024-04-12 00:00:00,CRM
TXN5484,CRM1484,ACC1484,Invoice,5269,INR,2025-05-01 00:00:00,CRM
TXN5564,CRM1564,ACC1564,Refund,28161,INR,2024-10-02 00:00:00,CRM
TXN5427,CRM1427,ACC1427,Refund,22553,INR,2025-12-18 00:00:00,CRM
TXN5754,CRM1754,ACC1754,Invoice,37873,INR,2024-10-22 00:00:00,CRM
TXN5312,CRM1312,ACC1312,Invoice,30866,INR,2026-01-13 00:00:00,CRM
TXN5386,CRM1386,ACC1386,Payment,33708,INR,2025-01-25 00:00:00,CRM
TXN5126,CRM1126,ACC1126,Invoice,42633,INR,2025-08-14 00:00:00,CRM
TXN5302,CRM1302,ACC1302,Credit,3568,INR,2025-03-04 00:00:00,CRM
TXN5705,CRM1705,ACC1705,Invoice,11522,INR,2025-10-11 00:00:00,CRM
TXN5554,CRM1554,ACC1554,Invoice,21134,INR,2024-11-12 00:00:00,CRM
TXN5292,CRM1292,ACC1292,Payment,43851,INR,2025-06-04 00:00:00,CRM
TXN5303,CRM1303,ACC1303,Refund,21484,INR,2025-04-29 00:00:00,CRM
TXN5063,CRM1063,ACC1063,Invoice,37935,INR,2024-02-03 00:00:00,CRM
TXN5587,CRM1587,ACC1587,Payment,2507,INR,2025-01-14 00:00:00,CRM
TXN5816,CRM1816,ACC1816,Order,49679,INR,2026-03-02 00:00:00,CRM
TXN5460,CRM1460,ACC1460,Credit,48308,INR,2025-01-30 00:00:00,CRM
TXN5391,CRM1391,ACC1391,Credit,9332,INR,2026-01-09 00:00:00,CRM
TXN5658,CRM1658,ACC1658,Refund,39369,INR,2025-07-22 00:00:00,CRM
TXN5873,CRM1873,ACC1873,Refund,10525,INR,2024-03-27 00:00:00,CRM
TXN5570,CRM1570,ACC1570,Order,26637,INR,2025-09-20 00:00:00,CRM
TXN5671,CRM1671,ACC1671,Invoice,5003,INR,2025-04-24 00:00:00,CRM
TXN5227,CRM1227,ACC1227,Invoice,2124,INR,2024-01-18 00:00:00,CRM
TXN5806,CRM1806,ACC1806,Credit,6690,INR,2025-03-20 00:00:00,CRM
TXN5822,CRM1822,ACC1822,Invoice,33862,INR,2024-10-09 00:00:00,CRM
TXN5569,CRM1569,ACC1569,Refund,35997,INR,2024-11-27 00:00:00,CRM
TXN5306,CRM1306,ACC1306,Payment,39538,INR,2025-02-16 00:00:00,CRM
TXN5254,CRM1254,ACC1254,Payment,16837,INR,2025-11-14 00:00:00,CRM
TXN5703,CRM1703,ACC1703,Payment,46647,INR,2025-03-31 00:00:00,CRM
TXN5533,CRM1533,ACC1533,Credit,3735,INR,2025-12-29 00:00:00,CRM
TXN5289,CRM1289,ACC1289,Order,5972,INR,2025-03-31 00:00:00,CRM
TXN5604,CRM1604,ACC1604,Invoice,32499,INR,2024-10-30 00:00:00,CRM
TXN5403,CRM1403,ACC1403,Invoice,7054,INR,2025-06-11 00:00:00,CRM
TXN5344,CRM1344,ACC1344,Order,29067,INR,2024-05-20 00:00:00,CRM
TXN5297,CRM1297,ACC1297,Credit,34129,INR,2026-01-25 00:00:00,CRM
TXN5729,CRM1729,ACC1729,Credit,14670,INR,2024-11-07 00:00:00,CRM
TXN5552,CRM1552,ACC1552,Refund,49722,INR,2026-02-23 00:00:00,CRM
TXN5919,CRM1919,ACC1919,Invoice,29112,INR,2025-01-14 00:00:00,CRM
TXN5307,CRM1307,ACC1307,Order,42964,INR,2025-11-15 00:00:00,CRM
TXN5556,CRM1556,ACC1556,Order,2785,INR,2024-01-04 00:00:00,CRM
TXN5212,CRM1212,ACC1212,Invoice,28274,INR,2025-06-12 00:00:00,CRM
TXN5424,CRM1424,ACC1424,Invoice,24717,INR,2024-09-21 00:00:00,CRM
TXN5663,CRM1663,ACC1663,Order,41421,INR,2026-03-23 00:00:00,CRM
TXN5165,CRM1165,ACC1165,Payment,25113,INR,2024-05-11 00:00:00,CRM
TXN5814,CRM1814,ACC1814,Order,25516,INR,2025-07-23 00:00:00,CRM
TXN5551,CRM1551,ACC1551,Order,32126,INR,2024-10-09 00:00:00,CRM
TXN5882,CRM1882,ACC1882,Credit,27817,INR,2024-12-18 00:00:00,CRM
TXN5377,CRM1377,ACC1377,Payment,5717,INR,2025-03-29 00:00:00,CRM
TXN5184,CRM1184,ACC1184,Credit,32930,INR,2024-10-11 00:00:00,CRM
TXN5009,CRM1009,ACC1009,Payment,20072,INR,2024-06-20 00:00:00,CRM
TXN5478,CRM1478,ACC1478,Order,30040,INR,2025-03-24 00:00:00,CRM
TXN5380,CRM1380,ACC1380,Credit,12605,INR,2025-02-07 00:00:00,CRM
TXN5780,CRM1780,ACC1780,Invoice,40887,INR,2024-01-07 00:00:00,CRM
TXN5211,CRM1211,ACC1211,Payment,6396,INR,2025-05-15 00:00:00,CRM
TXN5845,CRM1845,ACC1845,Order,16471,INR,2025-01-16 00:00:00,CRM
TXN5229,CRM1229,ACC1229,Payment,35344,INR,2025-06-24 00:00:00,CRM
TXN5390,CRM1390,ACC1390,Order,7751,INR,2024-05-07 00:00:00,CRM
TXN5800,CRM1800,ACC1800,Invoice,6986,INR,2025-10-24 00:00:00,CRM
TXN5691,CRM1691,ACC1691,Refund,10950,INR,2024-07-29 00:00:00,CRM
TXN5113,CRM1113,ACC1113,Credit,33494,INR,2025-06-02 00:00:00,CRM
TXN5081,CRM1081,ACC1081,Credit,5438,INR,2025-10-17 00:00:00,CRM
TXN5452,CRM1452,ACC1452,Refund,9341,INR,2026-01-05 00:00:00,CRM
TXN5589,CRM1589,ACC1589,Payment,30222,INR,2024-03-20 00:00:00,CRM
TXN5939,CRM1939,ACC1939,Order,44258,INR,2024-09-28 00:00:00,CRM
TXN5846,CRM1846,ACC1846,Invoice,3215,INR,2026-03-06 00:00:00,CRM
TXN5608,CRM1608,ACC1608,Order,40382,INR,2025-12-30 00:00:00,CRM
TXN5731,CRM1731,ACC1731,Credit,8267,INR,2024-01-04 00:00:00,CRM
TXN5039,CRM1039,ACC1039,Refund,10311,INR,2026-02-03 00:00:00,CRM
TXN5775,CRM1775,ACC1775,Credit,36923,INR,2025-02-27 00:00:00,CRM
TXN5482,CRM1482,ACC1482,Order,13058,INR,2025-07-22 00:00:00,CRM
TXN5746,CRM1746,ACC1746,Order,42713,INR,2024-01-20 00:00:00,CRM
TXN5758,CRM1758,ACC1758,Refund,25205,INR,2026-02-15 00:00:00,CRM
TXN5362,CRM1362,ACC1362,Payment,49683,INR,2024-11-05 00:00:00,CRM
TXN5774,CRM1774,ACC1774,Payment,16509,INR,2024-01-06 00:00:00,CRM
TXN5417,CRM1417,ACC1417,Payment,21127,INR,2025-03-09 00:00:00,CRM
TXN5024,CRM1024,ACC1024,Invoice,5267,INR,2024-08-30 00:00:00,CRM
TXN5034,CRM1034,ACC1034,Refund,25785,INR,2025-08-23 00:00:00,CRM
TXN5339,CRM1339,ACC1339,Payment,36061,INR,2025-07-13 00:00:00,CRM
TXN5264,CRM1264,ACC1264,Refund,25549,INR,2025-09-09 00:00:00,CRM
TXN5035,CRM1035,ACC1035,Credit,47472,INR,2025-05-17 00:00:00,CRM
TXN5777,CRM1777,ACC1777,Order,10426,INR,2024-04-29 00:00:00,CRM
TXN5356,CRM1356,ACC1356,Refund,47667,INR,2025-02-21 00:00:00,CRM
TXN5745,CRM1745,ACC1745,Refund,37815,INR,2025-08-14 00:00:00,CRM
TXN5753,CRM1753,ACC1753,Invoice,47466,INR,2024-08-11 00:00:00,CRM
TXN5430,CRM1430,ACC1430,Credit,40361,INR,2024-12-21 00:00:00,CRM
TXN5733,CRM1733,ACC1733,Order,14558,INR,2025-03-14 00:00:00,CRM
TXN5629,CRM1629,ACC1629,Invoice,37199,INR,2025-09-17 00:00:00,CRM
TXN5461,CRM1461,ACC1461,Credit,3651,INR,2025-04-17 00:00:00,CRM
TXN5459,CRM1459,ACC1459,Refund,23157,INR,2025-12-14 00:00:00,CRM
TXN5305,CRM1305,ACC1305,Refund,37424,INR,2024-03-28 00:00:00,CRM
TXN5743,CRM1743,ACC1743,Payment,25922,INR,2024-03-13 00:00:00,CRM
TXN5718,CRM1718,ACC1718,Credit,17515,INR,2025-03-26 00:00:00,CRM
TXN5682,CRM1682,ACC1682,Payment,12091,INR,2024-11-21 00:00:00,CRM
TXN5634,CRM1634,ACC1634,Payment,47494,INR,2025-04-08 00:00:00,CRM
TXN5621,CRM1621,ACC1621,Payment,33067,INR,2024-01-01 00:00:00,CRM
TXN5314,CRM1314,ACC1314,Refund,44054,INR,2025-10-12 00:00:00,CRM
TXN5853,CRM1853,ACC1853,Refund,30620,INR,2024-12-30 00:00:00,CRM
TXN5476,CRM1476,ACC1476,Payment,35710,INR,2025-09-21 00:00:00,CRM
TXN5575,CRM1575,ACC1575,Invoice,28673,INR,2025-03-05 00:00:00,CRM
TXN5785,CRM1785,ACC1785,Credit,12694,INR,2024-03-30 00:00:00,CRM
TXN5144,CRM1144,ACC1144,Order,8097,INR,2024-04-25 00:00:00,CRM
TXN5902,CRM1902,ACC1902,Payment,14957,INR,2024-07-24 00:00:00,CRM
TXN5052,CRM1052,ACC1052,Invoice,27721,INR,2024-09-25 00:00:00,CRM
TXN5008,CRM1008,ACC1008,Refund,35818,INR,2025-03-28 00:00:00,CRM
TXN5492,CRM1492,ACC1492,Credit,33467,INR,2024-05-28 00:00:00,CRM
TXN5291,CRM1291,ACC1291,Credit,41522,INR,2025-08-24 00:00:00,CRM
TXN5468,CRM1468,ACC1468,Payment,24225,INR,2026-03-27 00:00:00,CRM
TXN5577,CRM1577,ACC1577,Credit,9729,INR,2025-01-21 00:00:00,CRM
TXN5290,CRM1290,ACC1290,Order,48403,INR,2025-07-04 00:00:00,CRM
TXN5705,CRM1705,ACC1705,Invoice,11522,INR,2025-10-11 00:00:00,CRM
TXN5530,CRM1530,ACC1530,Credit,33265,INR,2024-01-31 00:00:00,CRM
TXN5760,CRM1760,ACC1760,Order,14784,INR,2024-06-13 00:00:00,CRM
TXN5358,CRM1358,ACC1358,Invoice,3369,INR,2024-09-17 00:00:00,CRM
TXN5025,CRM1025,ACC1025,Invoice,42616,INR,2024-04-28 00:00:00,CRM
TXN5632,CRM1632,ACC1632,Order,32316,INR,2025-06-16 00:00:00,CRM
TXN5071,CRM1071,ACC1071,Refund,12004,INR,2024-03-05 00:00:00,CRM
TXN5601,CRM1601,ACC1601,Credit,21101,INR,2024-04-30 00:00:00,CRM
TXN5867,CRM1867,ACC1867,Order,13805,INR,2024-05-01 00:00:00,CRM
TXN5796,CRM1796,ACC1796,Refund,8006,INR,2024-04-03 00:00:00,CRM
TXN5726,CRM1726,ACC1726,Order,15612,INR,2025-11-13 00:00:00,CRM
TXN5820,CRM1820,ACC1820,Refund,40388,INR,2024-06-07 00:00:00,CRM
TXN5855,CRM1855,ACC1855,Credit,35710,INR,2024-08-17 00:00:00,CRM
TXN5239,CRM1239,ACC1239,Credit,4699,INR,2025-06-21 00:00:00,CRM
TXN5187,CRM1187,ACC1187,Order,28760,INR,2025-03-12 00:00:00,CRM
TXN5343,CRM1343,ACC1343,Credit,15439,INR,2025-09-20 00:00:00,CRM
TXN5593,CRM1593,ACC1593,Order,9196,INR,2025-03-17 00:00:00,CRM
TXN5525,CRM1525,ACC1525,Invoice,36986,INR,2025-10-26 00:00:00,CRM
TXN5032,CRM1032,ACC1032,Payment,20374,INR,2024-10-18 00:00:00,CRM
