account_id,account_name,industry,account_owner,account_group,company_code,plant_id,material_group,created_ts,source_system
SAPACC5313,Reddy Solutions Ltd,Financial Services,Arjun Kapoor,AG001,COMP001,PLANT01,MG01,2026-02-28,SAP
SAPACC5213,Dubey Solutions Ltd,Technology,Divya Pandey,AG005,COMP005,PLANT05,MG05,2026-02-20,SAP
SAPACC5154,Srivastava Foods Ltd,Financial Services,Ajay Reddy,AG002,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPACC5768,Chopra Consulting Ltd,Healthcare,Lakshmi Malhotra,AG008,COMP008,PLANT08,MG08,2026-01-19,SAP
SAPACC5016,Patil Consulting Ltd,Manufacturing,Sunita Malhotra,AG008,COMP008,PLANT08,MG08,2026-03-31,SAP
SAPACC5314,Nair Enterprises Ltd,Healthcare,Rohit Mehta,AG002,COMP002,PLANT02,MG02,2026-03-16,SAP
SAPACC5414,Singh Solutions Ltd,Retail,Pooja Sharma,AG006,COMP006,PLANT06,MG06,2026-03-29,SAP
SAPACC5190,Menon Logistics Ltd,Technology,Suresh Gupta,AG006,COMP006,PLANT06,MG06,2026-03-07,SAP
SAPACC5803,Iyer Logistics Ltd,Financial Services,Anjali Banerjee,AG003,COMP003,PLANT03,MG03,2026-03-14,SAP
SAPACC5182,Sharma Traders Ltd,Healthcare,Arjun Shah,AG006,COMP006,PLANT06,MG06,2026-02-11,SAP
SAPACC5476,Patel Healthcare Ltd,Retail,Rohit Reddy,AG004,COMP004,PLANT04,MG04,2026-02-03,SAP
SAPACC5551,Pandey Consulting Ltd,Retail,Alok Yadav,AG007,COMP007,PLANT07,MG07,2026-02-03,SAP
SAPACC5067,Banerjee Enterprises Ltd,Transportation,Anjali Patil,AG003,COMP003,PLANT03,MG03,2026-02-06,SAP
SAPACC5263,Tiwari Technologies Ltd,Healthcare,Suresh Verma,AG007,COMP007,PLANT07,MG07,2026-03-19,SAP
SAPACC5160,Chopra Technologies Ltd,Retail,Sunil Menon,AG008,COMP008,PLANT08,MG08,2026-02-11,SAP
SAPACC5130,Chopra Healthcare Ltd,Retail,Rahul Pandey,AG002,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPACC5845,Rao Consulting Ltd,Financial Services,Sachin Desai,AG005,COMP005,PLANT05,MG05,2026-01-18,SAP
SAPACC5432,Pandey Solutions Ltd,Manufacturing,Alok Kaur,AG008,COMP008,PLANT08,MG08,2026-01-19,SAP
SAPACC5011,Singh Pharmaceuticals Ltd,Manufacturing,Priya Gupta,AG003,COMP003,PLANT03,MG03,2026-03-14,SAP
SAPACC5392,Bajaj Technologies Ltd,Technology,Shreya Shah,AG008,COMP008,PLANT08,MG08,2026-03-09,SAP
SAPACC5553,Patil Foods Ltd,Retail,Sunita Singh,AG001,COMP001,PLANT01,MG01,2026-01-25,SAP
SAPACC5650,Patel Pharmaceuticals Ltd,Technology,Seema Iyer,AG002,COMP002,PLANT02,MG02,2026-02-14,SAP
SAPACC5746,Patel Enterprises Ltd,Manufacturing,Seema Guptha,AG002,COMP002,PLANT02,MG02,2026-01-14,SAP
SAPACC5366,Kaur Industries Ltd,Transportation,Rekha Sharma,AG006,COMP006,PLANT06,MG06,2026-02-04,SAP
SAPACC5189,Mehta Foods Ltd,Financial Services,Sunita Desai,AG005,COMP005,PLANT05,MG05,2026-01-23,SAP
SAPACC5415,Kaur Textiles Ltd,Retail,Suresh Guptha,AG007,COMP007,PLANT07,MG07,2026-03-27,SAP
SAPACC5325,Sharma Finance Ltd,Manufacturing,Anjali Pandey,AG005,COMP005,PLANT05,MG05,2026-02-22,SAP
SAPACC5071,Tiwari Healthcare Ltd,Transportation,Harish Srivastava,AG007,COMP007,PLANT07,MG07,2026-02-15,SAP
SAPACC5885,Kapoor Logistics Ltd,Technology,Prakash Dubey,AG005,COMP005,PLANT05,MG05,2026-01-11,SAP
SAPACC5619,Nair Technologies Ltd,Transportation,Anjali Iyer,AG003,COMP003,PLANT03,MG03,2026-01-15,SAP
SAPACC5057,Singh Consulting Ltd,Transportation,Manish Verma,AG001,COMP001,PLANT01,MG01,2026-01-30,SAP
SAPACC5113,Yadav Industries Ltd,Financial Services,Arvind Mehta,AG001,COMP001,PLANT01,MG01,2026-02-19,SAP
SAPACC5253,Menon Traders Ltd,Technology,Ravi Malhotra,AG005,COMP005,PLANT05,MG05,2026-01-21,SAP
SAPACC5091,Kumar Textiles Ltd,Healthcare,Meena Bajaj,AG003,COMP003,PLANT03,MG03,2026-02-18,SAP
SAPACC5695,Nair Finance Ltd,Transportation,Karan Sharma,AG007,COMP007,PLANT07,MG07,2026-01-20,SAP
SAPACC5089,Nair Enterprises Ltd,Transportation,Sunita Kapoor,AG001,COMP001,PLANT01,MG01,2026-03-11,SAP
SAPACC5525,Rao Healthcare Ltd,Transportation,Arjun Kapoor,AG005,COMP005,PLANT05,MG05,2026-01-25,SAP
SAPACC5683,Joshi Services Ltd,Manufacturing,Kavita Malhotra,AG003,COMP003,PLANT03,MG03,2026-02-21,SAP
SAPACC5516,Chopra Traders Ltd,Healthcare,Ravi Tiwari,AG004,COMP004,PLANT04,MG04,2026-02-18,SAP
SAPACC5274,Sharma Retail Ltd,Retail,Karan Bajaj,AG002,COMP002,PLANT02,MG02,2026-02-28,SAP
SAPACC5586,Sharma Textiles Ltd,Technology,Rahul Patel,AG002,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPACC5622,Agarwal Solutions Ltd,Healthcare,Alok Sharma,AG006,COMP006,PLANT06,MG06,2026-02-22,SAP
SAPACC5269,Patel Logistics Ltd,Healthcare,Ajay Tiwari,AG005,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPACC5568,Agarwal Industries Ltd,Financial Services,Arjun Malhotra,AG008,COMP008,PLANT08,MG08,2026-03-15,SAP
SAPACC5679,Bajaj Solutions Ltd,Technology,Anita Agarwal,AG007,COMP007,PLANT07,MG07,2026-02-23,SAP
SAPACC5653,Malhotra Logistics Ltd,Manufacturing,Sneha Gupta,AG005,COMP005,PLANT05,MG05,2026-03-10,SAP
SAPACC5153,Yadav Industries Ltd,Healthcare,Alok Desai,AG001,COMP001,PLANT01,MG01,2026-01-22,SAP
SAPACC5319,Mehta Foods Ltd,Transportation,Divya Chopra,AG007,COMP007,PLANT07,MG07,2026-03-06,SAP
SAPACC5766,Kumar Consulting Ltd,Transportation,Neha Gupta,AG006,COMP006,PLANT06,MG06,2026-02-17,SAP
SAPACC5037,Banerjee Traders Ltd,Manufacturing,Alok Shah,AG005,COMP005,PLANT05,MG05,2026-03-14,SAP
SAPACC5076,Rao Technologies Ltd,Technology,Ramesh Verma,AG004,COMP004,PLANT04,MG04,2026-03-18,SAP
SAPACC5183,Verma Technologies Ltd,Healthcare,Amit Yadav,AG007,COMP007,PLANT07,MG07,2026-02-19,SAP
SAPACC5522,Menon Industries Ltd,Manufacturing,Meena Srivastava,AG002,COMP002,PLANT02,MG02,2026-03-12,SAP
SAPACC5074,Patil Finance Ltd,Retail,Rohit Tiwari,AG002,COMP002,PLANT02,MG02,2026-03-17,SAP
SAPACC5870,Banerjee Industries Ltd,Manufacturing,Shreya Mishra,AG006,COMP006,PLANT06,MG06,2026-01-20,SAP
SAPACC5475,Agarwal Logistics Ltd,Financial Services,Vinod Joshi,AG003,COMP003,PLANT03,MG03,2026-02-17,SAP
SAPACC5468,Patel Pharmaceuticals Ltd,Financial Services,Suresh Shah,AG004,COMP004,PLANT04,MG04,2026-03-06,SAP
SAPACC5812,Rao Enterprises Ltd,Healthcare,Suresh Patel,AG004,COMP004,PLANT04,MG04,2026-02-18,SAP
SAPACC5293,Patil Enterprises Ltd,Manufacturing,Alok Joshi,AG005,COMP005,PLANT05,MG05,2026-02-17,SAP
SAPACC5782,Bajaj Retail Ltd,Manufacturing,Shalini Yadav,AG006,COMP006,PLANT06,MG06,2026-01-06,SAP
SAPACC5795,Yadav Traders Ltd,Transportation,Rekha Pandey,AG003,COMP003,PLANT03,MG03,2026-02-03,SAP
SAPACC5148,Banerjee Logistics Ltd,Manufacturing,Priya Iyer,AG004,COMP004,PLANT04,MG04,2026-01-19,SAP
SAPACC5477,Guptha Retail Ltd,Manufacturing,Harish Mehta,AG005,COMP005,PLANT05,MG05,2026-01-13,SAP
SAPACC5010,Yadav Services Ltd,Manufacturing,Alok Desai,AG002,COMP002,PLANT02,MG02,2026-02-08,SAP
SAPACC5647,Chopra Logistics Ltd,Healthcare,Arjun Srivastava,AG007,COMP007,PLANT07,MG07,2026-03-07,SAP
SAPACC5915,Kaur Foods Ltd,Manufacturing,Meena Patel,AG003,COMP003,PLANT03,MG03,2026-01-21,SAP
SAPACC5576,Kapoor Industries Ltd,Manufacturing,Prakash Kumar,AG008,COMP008,PLANT08,MG08,2026-03-12,SAP
SAPACC5079,Banerjee Pharmaceuticals Ltd,Manufacturing,Arvind Shah,AG007,COMP007,PLANT07,MG07,2026-03-01,SAP
SAPACC5168,Patel Traders Ltd,Transportation,Meena Patel,AG008,COMP008,PLANT08,MG08,2026-01-22,SAP
SAPACC5017,Singh Finance Ltd,Technology,Neha Tiwari,AG001,COMP001,PLANT01,MG01,2026-02-07,SAP
SAPACC5857,Singh Healthcare Ltd,Healthcare,Pooja Dubey,AG001,COMP001,PLANT01,MG01,2026-01-07,SAP
SAPACC5705,Agarwal Enterprises Ltd,Manufacturing,Rohit Shah,AG001,COMP001,PLANT01,MG01,2026-02-20,SAP
SAPACC5181,Banerjee Retail Ltd,Technology,Divya Tiwari,AG005,COMP005,PLANT05,MG05,2026-02-16,SAP
SAPACC5499,Patel Industries Ltd,Healthcare,Neha Reddy,AG003,COMP003,PLANT03,MG03,2026-03-25,SAP
SAPACC5514,Singh Services Ltd,Financial Services,Deepak Kumar,AG002,COMP002,PLANT02,MG02,2026-01-16,SAP
SAPACC5630,Chopra Enterprises Ltd,Retail,Ramesh Nair,AG006,COMP006,PLANT06,MG06,2026-02-25,SAP
SAPACC5581,Srivastava Finance Ltd,Manufacturing,Ravi Patel,AG005,COMP005,PLANT05,MG05,2026-03-08,SAP
SAPACC5212,Gupta Technologies Ltd,Healthcare,Vinod Mehta,AG004,COMP004,PLANT04,MG04,2026-02-17,SAP
SAPACC5174,Bajaj Traders Ltd,Technology,Rajiv Patil,AG006,COMP006,PLANT06,MG06,2026-02-26,SAP
SAPACC5560,Malhotra Enterprises Ltd,Healthcare,Vinod Yadav,AG008,COMP008,PLANT08,MG08,2026-01-02,SAP
SAPACC5781,Kapoor Technologies Ltd,Retail,Anita Chopra,AG005,COMP005,PLANT05,MG05,2026-02-13,SAP
SAPACC5505,Reddy Healthcare Ltd,Retail,Rohit Pandey,AG001,COMP001,PLANT01,MG01,2026-02-22,SAP
SAPACC5112,Desai Solutions Ltd,Transportation,Shalini Agarwal,AG008,COMP008,PLANT08,MG08,2026-03-12,SAP
SAPACC5662,Patel Enterprises Ltd,Financial Services,Suresh Reddy,AG006,COMP006,PLANT06,MG06,2026-03-19,SAP
SAPACC5654,Mishra Logistics Ltd,Technology,Vikas Sharma,AG006,COMP006,PLANT06,MG06,2026-03-18,SAP
SAPACC5306,Kapoor Industries Ltd,Financial Services,Vinay Desai,AG002,COMP002,PLANT02,MG02,2026-03-30,SAP
SAPACC5656,Srivastava Retail Ltd,Healthcare,Ramesh Pandey,AG008,COMP008,PLANT08,MG08,2026-02-16,SAP
SAPACC5104,Kaur Technologies Ltd,Healthcare,Arvind Chopra,AG008,COMP008,PLANT08,MG08,2026-03-26,SAP
SAPACC5898,Nair Traders Ltd,Healthcare,Sunita Joshi,AG002,COMP002,PLANT02,MG02,2026-03-19,SAP
SAPACC5890,Mehta Textiles Ltd,Technology,Sneha Patel,AG002,COMP002,PLANT02,MG02,2026-02-07,SAP
SAPACC5858,Joshi Traders Ltd,Technology,Ramesh Yadav,AG002,COMP002,PLANT02,MG02,2026-03-11,SAP
SAPACC5517,Bajaj Consulting Ltd,Retail,Ramesh Bajaj,AG005,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPACC5081,Patil Retail Ltd,Financial Services,Rekha Gupta,AG001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPACC5617,Shah Textiles Ltd,Retail,Divya Sharma,AG001,COMP001,PLANT01,MG01,2026-01-14,SAP
SAPACC5022,Mehta Foods Ltd,Retail,Vinod Kapoor,AG006,COMP006,PLANT06,MG06,2026-02-16,SAP
SAPACC5537,Mehta Services Ltd,Retail,Anita Chopra,AG001,COMP001,PLANT01,MG01,2026-02-16,SAP
SAPACC5137,Bajaj Finance Ltd,Financial Services,Vinay Guptha,AG001,COMP001,PLANT01,MG01,2026-03-11,SAP
SAPACC5558,Reddy Logistics Ltd,Retail,Vinay Reddy,AG006,COMP006,PLANT06,MG06,2026-03-11,SAP
SAPACC5923,Chopra Traders Ltd,Technology,Anita Shah,AG003,COMP003,PLANT03,MG03,2026-01-08,SAP
SAPACC5861,Menon Enterprises Ltd,Financial Services,Rahul Gupta,AG005,COMP005,PLANT05,MG05,2026-02-06,SAP
SAPACC5224,Bajaj Traders Ltd,Technology,Amit Pandey,AG008,COMP008,PLANT08,MG08,2026-03-05,SAP
SAPACC5421,Mishra Consulting Ltd,Financial Services,Amit Gupta,AG005,COMP005,PLANT05,MG05,2026-02-13,SAP
SAPACC5777,Menon Consulting Ltd,Transportation,Rajiv Bajaj,AG001,COMP001,PLANT01,MG01,2026-01-20,SAP
SAPACC5342,Reddy Logistics Ltd,Retail,Vinod Nair,AG006,COMP006,PLANT06,MG06,2026-03-14,SAP
SAPACC5506,Agarwal Pharmaceuticals Ltd,Manufacturing,Harish Desai,AG002,COMP002,PLANT02,MG02,2026-01-28,SAP
SAPACC5184,Gupta Textiles Ltd,Retail,Anjali Mishra,AG008,COMP008,PLANT08,MG08,2026-01-27,SAP
SAPACC5419,Kumar Finance Ltd,Financial Services,Arjun Tiwari,AG003,COMP003,PLANT03,MG03,2026-02-12,SAP
SAPACC5365,Rao Enterprises Ltd,Healthcare,Harish Verma,AG005,COMP005,PLANT05,MG05,2026-02-25,SAP
SAPACC5284,Malhotra Services Ltd,Manufacturing,Anita Mehta,AG004,COMP004,PLANT04,MG04,2026-02-10,SAP
SAPACC5042,Chopra Textiles Ltd,Financial Services,Vinod Chopra,AG002,COMP002,PLANT02,MG02,2026-02-08,SAP
SAPACC5272,Patel Foods Ltd,Healthcare,Prakash Sharma,AG008,COMP008,PLANT08,MG08,2026-03-03,SAP
SAPACC5539,Joshi Technologies Ltd,Financial Services,Suresh Singh,AG003,COMP003,PLANT03,MG03,2026-01-20,SAP
SAPACC5114,Pandey Consulting Ltd,Healthcare,Meera Mishra,AG002,COMP002,PLANT02,MG02,2026-03-03,SAP
SAPACC5474,Shah Foods Ltd,Financial Services,Seema Nair,AG002,COMP002,PLANT02,MG02,2026-02-01,SAP
SAPACC5138,Gupta Traders Ltd,Transportation,Kavita Srivastava,AG002,COMP002,PLANT02,MG02,2026-03-28,SAP
SAPACC5296,Rao Solutions Ltd,Manufacturing,Kavita Menon,AG008,COMP008,PLANT08,MG08,2026-01-07,SAP
SAPACC5731,Desai Traders Ltd,Financial Services,Ramesh Malhotra,AG003,COMP003,PLANT03,MG03,2026-01-26,SAP
SAPACC5003,Srivastava Consulting Ltd,Retail,John Chopra,AG003,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPACC5118,Kumar Traders Ltd,Retail,Alok Agarwal,AG006,COMP006,PLANT06,MG06,2026-01-27,SAP
SAPACC5816,Reddy Consulting Ltd,Transportation,Divya Kapoor,AG008,COMP008,PLANT08,MG08,2026-03-05,SAP
SAPACC5078,Bajaj Logistics Ltd,Technology,Anita Singh,AG006,COMP006,PLANT06,MG06,2026-02-23,SAP
SAPACC5837,Srivastava Industries Ltd,Manufacturing,Sunita Desai,AG005,COMP005,PLANT05,MG05,2026-01-31,SAP
SAPACC5589,Reddy Traders Ltd,Technology,Kavita Reddy,AG005,COMP005,PLANT05,MG05,2026-03-14,SAP
SAPACC5267,Gupta Textiles Ltd,Technology,Ravi Kumar,AG003,COMP003,PLANT03,MG03,2026-03-23,SAP
SAPACC5424,Agarwal Foods Ltd,Technology,Meena Desai,AG008,COMP008,PLANT08,MG08,2026-02-08,SAP
SAPACC5335,Bajaj Services Ltd,Healthcare,Kavita Nair,AG007,COMP007,PLANT07,MG07,2026-02-25,SAP
SAPACC5222,Menon Solutions Ltd,Manufacturing,Sneha Joshi,AG006,COMP006,PLANT06,MG06,2026-01-02,SAP
SAPACC5592,Bajaj Solutions Ltd,Manufacturing,Ramesh Mishra,AG008,COMP008,PLANT08,MG08,2026-03-13,SAP
SAPACC5370,Mehta Foods Ltd,Financial Services,Sachin Malhotra,AG002,COMP002,PLANT02,MG02,2026-02-24,SAP
SAPACC5815,Reddy Industries Ltd,Financial Services,Ramesh Malhotra,AG007,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPACC5863,Banerjee Foods Ltd,Financial Services,Jane Sharma,AG007,COMP007,PLANT07,MG07,2026-01-01,SAP
SAPACC5305,Srivastava Textiles Ltd,Manufacturing,Seema Agarwal,AG001,COMP001,PLANT01,MG01,2026-02-02,SAP
SAPACC5698,Menon Services Ltd,Retail,Meera Nair,AG002,COMP002,PLANT02,MG02,2026-03-17,SAP
SAPACC5231,Joshi Consulting Ltd,Financial Services,Vikas Patel,AG007,COMP007,PLANT07,MG07,2026-02-06,SAP
SAPACC5202,Desai Foods Ltd,Manufacturing,Deepak Pandey,AG002,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPACC5070,Malhotra Solutions Ltd,Technology,Shreya Iyer,AG006,COMP006,PLANT06,MG06,2026-01-05,SAP
SAPACC5295,Shah Retail Ltd,Healthcare,Manish Mehta,AG007,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPACC5542,Yadav Services Ltd,Manufacturing,Arjun Agarwal,AG006,COMP006,PLANT06,MG06,2026-03-10,SAP
SAPACC5060,Agarwal Foods Ltd,Manufacturing,Rohit Dubey,AG004,COMP004,PLANT04,MG04,2026-03-31,SAP
SAPACC5723,Iyer Pharmaceuticals Ltd,Transportation,John Pandey,AG003,COMP003,PLANT03,MG03,2026-03-24,SAP
SAPACC5633,Chopra Solutions Ltd,Technology,Ramesh Verma,AG001,COMP001,PLANT01,MG01,2026-03-21,SAP
SAPACC5685,Desai Finance Ltd,Financial Services,Karan Chopra,AG005,COMP005,PLANT05,MG05,2026-03-18,SAP
SAPACC5671,Agarwal Technologies Ltd,Technology,Rahul Iyer,AG007,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPACC5403,Pandey Technologies Ltd,Retail,Divya Bajaj,AG003,COMP003,PLANT03,MG03,2026-02-04,SAP
SAPACC5657,Joshi Textiles Ltd,Manufacturing,Suresh Rao,AG001,COMP001,PLANT01,MG01,2026-01-10,SAP
SAPACC5053,Shah Logistics Ltd,Technology,Rohit Mishra,AG005,COMP005,PLANT05,MG05,2026-03-23,SAP
SAPACC5166,Rao Pharmaceuticals Ltd,Technology,Seema Patil,AG006,COMP006,PLANT06,MG06,2026-03-07,SAP
SAPACC5122,Pandey Technologies Ltd,Manufacturing,Vinod Reddy,AG002,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPACC5913,Rao Pharmaceuticals Ltd,Transportation,Rahul Banerjee,AG001,COMP001,PLANT01,MG01,2026-01-23,SAP
SAPACC5842,Nair Solutions Ltd,Financial Services,Divya Desai,AG002,COMP002,PLANT02,MG02,2026-03-24,SAP
SAPACC5897,Kapoor Technologies Ltd,Financial Services,Priya Sharma,AG001,COMP001,PLANT01,MG01,2026-02-16,SAP
SAPACC5214,Desai Logistics Ltd,Manufacturing,Karan Dubey,AG006,COMP006,PLANT06,MG06,2026-02-28,SAP
SAPACC5756,Joshi Solutions Ltd,Manufacturing,Ajay Dubey,AG004,COMP004,PLANT04,MG04,2026-03-20,SAP
SAPACC5235,Rao Healthcare Ltd,Manufacturing,Vikas Verma,AG003,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPACC5266,Reddy Consulting Ltd,Manufacturing,Suresh Desai,AG002,COMP002,PLANT02,MG02,2026-02-17,SAP
SAPACC5927,Dubey Solutions Ltd,Financial Services,Amit Menon,AG007,COMP007,PLANT07,MG07,2026-01-15,SAP
SAPACC5298,Shah Finance Ltd,Financial Services,Sunita Patil,AG002,COMP002,PLANT02,MG02,2026-03-25,SAP
SAPACC5066,Menon Solutions Ltd,Manufacturing,Rohit Mishra,AG002,COMP002,PLANT02,MG02,2026-02-11,SAP
SAPACC5675,Iyer Healthcare Ltd,Transportation,Sneha Mehta,AG003,COMP003,PLANT03,MG03,2026-03-19,SAP
SAPACC5093,Mishra Logistics Ltd,Technology,Neha Menon,AG005,COMP005,PLANT05,MG05,2026-02-08,SAP
SAPACC5827,Kapoor Foods Ltd,Financial Services,Sunil Agarwal,AG003,COMP003,PLANT03,MG03,2026-02-27,SAP
SAPACC5751,Iyer Services Ltd,Financial Services,Anjali Kapoor,AG007,COMP007,PLANT07,MG07,2026-02-28,SAP
SAPACC5873,Iyer Healthcare Ltd,Transportation,Sneha Joshi,AG001,COMP001,PLANT01,MG01,2026-01-17,SAP
SAPACC5507,Yadav Consulting Ltd,Financial Services,Amit Kumar,AG003,COMP003,PLANT03,MG03,2026-01-29,SAP
SAPACC5223,Iyer Finance Ltd,Retail,Alok Sharma,AG007,COMP007,PLANT07,MG07,2026-02-05,SAP
SAPACC5820,Dubey Pharmaceuticals Ltd,Technology,Rekha Sharma,AG004,COMP004,PLANT04,MG04,2026-01-12,SAP
SAPACC5580,Shah Consulting Ltd,Manufacturing,Vinay Menon,AG004,COMP004,PLANT04,MG04,2026-03-18,SAP
SAPACC5794,Pandey Technologies Ltd,Retail,Prakash Mishra,AG002,COMP002,PLANT02,MG02,2026-01-07,SAP
SAPACC5684,Mishra Pharmaceuticals Ltd,Financial Services,Neha Verma,AG004,COMP004,PLANT04,MG04,2026-02-22,SAP
SAPACC5760,Desai Pharmaceuticals Ltd,Retail,John Banerjee,AG008,COMP008,PLANT08,MG08,2026-02-26,SAP
SAPACC5215,Mehta Finance Ltd,Healthcare,Shreya Mishra,AG007,COMP007,PLANT07,MG07,2026-02-15,SAP
SAPACC5485,Menon Textiles Ltd,Financial Services,Neha Patil,AG005,COMP005,PLANT05,MG05,2026-02-11,SAP
SAPACC5762,Mishra Enterprises Ltd,Financial Services,Suresh Kumar,AG002,COMP002,PLANT02,MG02,2026-02-19,SAP
SAPACC5792,Mehta Solutions Ltd,Manufacturing,Karan Kapoor,AG008,COMP008,PLANT08,MG08,2026-01-09,SAP
SAPACC5791,Tiwari Retail Ltd,Manufacturing,Rahul Shah,AG007,COMP007,PLANT07,MG07,2026-02-28,SAP
SAPACC5164,Rao Healthcare Ltd,Retail,Priya Kapoor,AG004,COMP004,PLANT04,MG04,2026-03-14,SAP
SAPACC5799,Yadav Consulting Ltd,Transportation,John Guptha,AG007,COMP007,PLANT07,MG07,2026-03-24,SAP
SAPACC5745,Bajaj Enterprises Ltd,Retail,Priya Shah,AG001,COMP001,PLANT01,MG01,2026-03-12,SAP
SAPACC5056,Menon Solutions Ltd,Retail,Vinay Verma,AG008,COMP008,PLANT08,MG08,2026-02-05,SAP
SAPACC5396,Tiwari Textiles Ltd,Manufacturing,Prakash Verma,AG004,COMP004,PLANT04,MG04,2026-01-22,SAP
SAPACC5569,Kaur Consulting Ltd,Healthcare,Amit Rao,AG001,COMP001,PLANT01,MG01,2026-03-29,SAP
SAPACC5058,Chopra Foods Ltd,Technology,Anita Tiwari,AG002,COMP002,PLANT02,MG02,2026-01-19,SAP
SAPACC5252,Joshi Finance Ltd,Financial Services,Divya Kapoor,AG004,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPACC5531,Agarwal Technologies Ltd,Transportation,Alok Patel,AG003,COMP003,PLANT03,MG03,2026-02-14,SAP
SAPACC5509,Mehta Logistics Ltd,Transportation,Ravi Srivastava,AG005,COMP005,PLANT05,MG05,2026-02-24,SAP
SAPACC5463,Srivastava Enterprises Ltd,Retail,Shalini Kapoor,AG007,COMP007,PLANT07,MG07,2026-02-18,SAP
SAPACC5649,Patil Retail Ltd,Retail,Rohit Tiwari,AG001,COMP001,PLANT01,MG01,2026-03-07,SAP
SAPACC5055,Mishra Retail Ltd,Transportation,Ravi Rao,AG007,COMP007,PLANT07,MG07,2026-01-14,SAP
SAPACC5206,Mehta Consulting Ltd,Transportation,Shreya Kapoor,AG006,COMP006,PLANT06,MG06,2026-03-01,SAP
SAPACC5567,Dubey Solutions Ltd,Manufacturing,Neha Agarwal,AG007,COMP007,PLANT07,MG07,2026-02-12,SAP
SAPACC5209,Banerjee Technologies Ltd,Retail,Kavita Joshi,AG001,COMP001,PLANT01,MG01,2026-03-26,SAP
SAPACC5449,Srivastava Finance Ltd,Transportation,Priya Kapoor,AG001,COMP001,PLANT01,MG01,2026-02-02,SAP
SAPACC5030,Kapoor Traders Ltd,Transportation,Seema Gupta,AG006,COMP006,PLANT06,MG06,2026-01-27,SAP
SAPACC5818,Tiwari Healthcare Ltd,Technology,Vinay Malhotra,AG002,COMP002,PLANT02,MG02,2026-03-25,SAP
SAPACC5120,Reddy Logistics Ltd,Retail,Sunil Verma,AG008,COMP008,PLANT08,MG08,2026-03-17,SAP
SAPACC5282,Sharma Retail Ltd,Manufacturing,Seema Iyer,AG002,COMP002,PLANT02,MG02,2026-02-16,SAP
SAPACC5926,Nair Finance Ltd,Technology,Ravi Gupta,AG006,COMP006,PLANT06,MG06,2026-01-19,SAP
SAPACC5616,Kapoor Pharmaceuticals Ltd,Financial Services,Sanjay Kumar,AG008,COMP008,PLANT08,MG08,2026-01-12,SAP
SAPACC5041,Mehta Textiles Ltd,Technology,Arvind Kaur,AG001,COMP001,PLANT01,MG01,2026-02-01,SAP
SAPACC5403,Pandey Technologies Ltd,Retail,Divya Bajaj,AG003,COMP003,PLANT03,MG03,2026-02-04,SAP
SAPACC5291,Patil Finance Ltd,Technology,Arvind Kaur,AG003,COMP003,PLANT03,MG03,2026-01-23,SAP
SAPACC5354,Banerjee Enterprises Ltd,Manufacturing,Shreya Mishra,AG002,COMP002,PLANT02,MG02,2026-03-07,SAP
SAPACC5435,Verma Consulting Ltd,Retail,Divya Mehta,AG003,COMP003,PLANT03,MG03,2026-01-02,SAP
SAPACC5590,Singh Finance Ltd,Technology,Divya Chopra,AG006,COMP006,PLANT06,MG06,2026-03-02,SAP
SAPACC5396,Tiwari Textiles Ltd,Manufacturing,Prakash Verma,AG004,COMP004,PLANT04,MG04,2026-01-22,SAP
SAPACC5472,Chopra Pharmaceuticals Ltd,Healthcare,Sunita Bajaj,AG008,COMP008,PLANT08,MG08,2026-03-16,SAP
SAPACC5490,Tiwari Foods Ltd,Transportation,Divya Bajaj,AG002,COMP002,PLANT02,MG02,2026-03-29,SAP
SAPACC5610,Tiwari Retail Ltd,Technology,Harish Menon,AG002,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPACC5585,Joshi Technologies Ltd,Technology,Alok Rao,AG001,COMP001,PLANT01,MG01,2026-01-24,SAP
SAPACC5802,Iyer Healthcare Ltd,Technology,Rajiv Singh,AG002,COMP002,PLANT02,MG02,2026-02-18,SAP
SAPACC5360,Banerjee Healthcare Ltd,Manufacturing,Arvind Iyer,AG008,COMP008,PLANT08,MG08,2026-01-15,SAP
SAPACC5783,Guptha Traders Ltd,Retail,John Kapoor,AG007,COMP007,PLANT07,MG07,2026-01-20,SAP
SAPACC5935,Mishra Solutions Ltd,Healthcare,Shreya Singh,AG007,COMP007,PLANT07,MG07,2026-01-24,SAP
SAPACC5786,Iyer Healthcare Ltd,Healthcare,Suresh Yadav,AG002,COMP002,PLANT02,MG02,2026-01-18,SAP
