transaction_id,customer_id,account_id,transaction_type,amount,currency,document_number,company_code,plant_id,material_group,transaction_date,source_system
SAPTXN5325,SAP1325,SAPACC1325,Refund,39896,INR,DOC004,COMP005,PLANT05,MG05,2026-03-03,SAP
SAPTXN5401,SAP1401,SAPACC1401,Invoice,46153,INR,DOC008,COMP001,PLANT01,MG01,2026-01-22,SAP
SAPTXN5151,SAP1151,SAPACC1151,Refund,48186,INR,DOC009,COMP007,PLANT07,MG07,2026-01-05,SAP
SAPTXN5660,SAP1660,SAPACC1660,Refund,31587,INR,DOC004,COMP004,PLANT04,MG04,2026-02-21,SAP
SAPTXN5924,SAP1924,SAPACC1924,Order,43099,INR,DOC011,COMP004,PLANT04,MG04,2026-03-18,SAP
SAPTXN5653,SAP1653,SAPACC1653,Credit,5300,INR,DOC020,COMP005,PLANT05,MG05,2026-03-13,SAP
SAPTXN5196,SAP1196,SAPACC1196,Credit,28310,INR,DOC014,COMP004,PLANT04,MG04,2026-03-11,SAP
SAPTXN5211,SAP1211,SAPACC1211,Refund,44322,INR,DOC007,COMP003,PLANT03,MG03,2026-02-28,SAP
SAPTXN5538,SAP1538,SAPACC1538,Order,6336,INR,DOC011,COMP002,PLANT02,MG02,2026-03-23,SAP
SAPTXN5533,SAP1533,SAPACC1533,Invoice,23468,INR,DOC003,COMP005,PLANT05,MG05,2026-01-05,SAP
SAPTXN5728,SAP1728,SAPACC1728,Invoice,20714,INR,DOC020,COMP008,PLANT08,MG08,2026-01-19,SAP
SAPTXN5088,SAP1088,SAPACC1088,Invoice,48582,INR,DOC014,COMP008,PLANT08,MG08,2026-02-03,SAP
SAPTXN5016,SAP1016,SAPACC1016,Order,28999,INR,DOC017,COMP008,PLANT08,MG08,2026-01-24,SAP
SAPTXN5945,SAP1945,SAPACC1945,Payment,15973,INR,DOC007,COMP001,PLANT01,MG01,2026-02-01,SAP
SAPTXN5473,SAP1473,SAPACC1473,Order,27517,INR,DOC010,COMP001,PLANT01,MG01,2026-01-24,SAP
SAPTXN5869,SAP1869,SAPACC1869,Credit,38932,INR,DOC005,COMP005,PLANT05,MG05,2026-01-31,SAP
SAPTXN5047,SAP1047,SAPACC1047,Refund,21296,INR,DOC013,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPTXN5861,SAP1861,SAPACC1861,Refund,30366,INR,DOC018,COMP005,PLANT05,MG05,2026-01-09,SAP
SAPTXN5496,SAP1496,SAPACC1496,Order,46561,INR,DOC015,COMP008,PLANT08,MG08,2026-01-28,SAP
SAPTXN5747,SAP1747,SAPACC1747,Invoice,16977,INR,DOC004,COMP003,PLANT03,MG03,2026-01-27,SAP
SAPTXN5222,SAP1222,SAPACC1222,Refund,33075,INR,DOC006,COMP006,PLANT06,MG06,2026-02-22,SAP
SAPTXN5545,SAP1545,SAPACC1545,Payment,26649,INR,DOC014,COMP001,PLANT01,MG01,2026-02-22,SAP
SAPTXN5486,SAP1486,SAPACC1486,Refund,23890,INR,DOC004,COMP006,PLANT06,MG06,2026-03-10,SAP
SAPTXN5158,SAP1158,SAPACC1158,Refund,14007,INR,DOC014,COMP006,PLANT06,MG06,2026-01-02,SAP
SAPTXN5679,SAP1679,SAPACC1679,Payment,4424,INR,DOC017,COMP007,PLANT07,MG07,2026-01-07,SAP
SAPTXN5437,SAP1437,SAPACC1437,Payment,13461,INR,DOC008,COMP005,PLANT05,MG05,2026-01-23,SAP
SAPTXN5318,SAP1318,SAPACC1318,Refund,38764,INR,DOC016,COMP006,PLANT06,MG06,2026-01-15,SAP
SAPTXN5807,SAP1807,SAPACC1807,Order,634,INR,DOC018,COMP007,PLANT07,MG07,2026-03-09,SAP
SAPTXN5387,SAP1387,SAPACC1387,Order,47110,INR,DOC017,COMP003,PLANT03,MG03,2026-02-11,SAP
SAPTXN5765,SAP1765,SAPACC1765,Refund,24417,INR,DOC003,COMP005,PLANT05,MG05,2026-02-03,SAP
SAPTXN5127,SAP1127,SAPACC1127,Refund,7294,INR,DOC006,COMP007,PLANT07,MG07,2026-03-12,SAP
SAPTXN5816,SAP1816,SAPACC1816,Credit,46666,INR,DOC007,COMP008,PLANT08,MG08,2026-02-21,SAP
SAPTXN5625,SAP1625,SAPACC1625,Order,38783,INR,DOC005,COMP001,PLANT01,MG01,2026-02-08,SAP
SAPTXN5746,SAP1746,SAPACC1746,Order,34029,INR,DOC004,COMP002,PLANT02,MG02,2026-02-17,SAP
SAPTXN5245,SAP1245,SAPACC1245,Invoice,40697,INR,DOC003,COMP005,PLANT05,MG05,2026-02-01,SAP
SAPTXN5492,SAP1492,SAPACC1492,Invoice,1643,INR,DOC003,COMP004,PLANT04,MG04,2026-02-04,SAP
SAPTXN5324,SAP1324,SAPACC1324,Payment,45124,INR,DOC008,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPTXN5374,SAP1374,SAPACC1374,Payment,34068,INR,DOC004,COMP006,PLANT06,MG06,2026-03-16,SAP
SAPTXN5118,SAP1118,SAPACC1118,Credit,22867,INR,DOC009,COMP006,PLANT06,MG06,2026-03-10,SAP
SAPTXN5899,SAP1899,SAPACC1899,Payment,41787,INR,DOC016,COMP003,PLANT03,MG03,2026-01-13,SAP
SAPTXN5190,SAP1190,SAPACC1190,Credit,7433,INR,DOC011,COMP006,PLANT06,MG06,2026-02-28,SAP
SAPTXN5665,SAP1665,SAPACC1665,Payment,22262,INR,DOC001,COMP001,PLANT01,MG01,2026-03-30,SAP
SAPTXN5379,SAP1379,SAPACC1379,Refund,21951,INR,DOC008,COMP003,PLANT03,MG03,2026-01-29,SAP
SAPTXN5048,SAP1048,SAPACC1048,Refund,5860,INR,DOC007,COMP008,PLANT08,MG08,2026-03-15,SAP
SAPTXN5232,SAP1232,SAPACC1232,Order,4405,INR,DOC020,COMP008,PLANT08,MG08,2026-01-15,SAP
SAPTXN5456,SAP1456,SAPACC1456,Payment,23973,INR,DOC014,COMP008,PLANT08,MG08,2026-03-13,SAP
SAPTXN5099,SAP1099,SAPACC1099,Payment,47652,INR,DOC012,COMP003,PLANT03,MG03,2026-03-24,SAP
SAPTXN5411,SAP1411,SAPACC1411,Payment,7175,INR,DOC006,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPTXN5086,SAP1086,SAPACC1086,Credit,29800,INR,DOC003,COMP006,PLANT06,MG06,2026-02-03,SAP
SAPTXN5941,SAP1941,SAPACC1941,Payment,34267,INR,DOC007,COMP005,PLANT05,MG05,2026-02-06,SAP
SAPTXN5228,SAP1228,SAPACC1228,Order,41536,INR,DOC020,COMP004,PLANT04,MG04,2026-03-07,SAP
SAPTXN5112,SAP1112,SAPACC1112,Refund,44303,INR,DOC014,COMP008,PLANT08,MG08,2026-02-06,SAP
SAPTXN5130,SAP1130,SAPACC1130,Credit,17139,INR,DOC017,COMP002,PLANT02,MG02,2026-01-18,SAP
SAPTXN5763,SAP1763,SAPACC1763,Invoice,26859,INR,DOC006,COMP003,PLANT03,MG03,2026-01-22,SAP
SAPTXN5223,SAP1223,SAPACC1223,Order,35838,INR,DOC018,COMP007,PLANT07,MG07,2026-02-23,SAP
SAPTXN5788,SAP1788,SAPACC1788,Credit,9970,INR,DOC016,COMP004,PLANT04,MG04,2026-01-15,SAP
SAPTXN5397,SAP1397,SAPACC1397,Refund,15186,INR,DOC017,COMP005,PLANT05,MG05,2026-03-27,SAP
SAPTXN5366,SAP1366,SAPACC1366,Payment,25660,INR,DOC012,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5002,SAP1002,SAPACC1002,Order,18182,INR,DOC008,COMP002,PLANT02,MG02,2026-03-05,SAP
SAPTXN5466,SAP1466,SAPACC1466,Order,14195,INR,DOC014,COMP002,PLANT02,MG02,2026-02-19,SAP
SAPTXN5259,SAP1259,SAPACC1259,Refund,43168,INR,DOC007,COMP003,PLANT03,MG03,2026-01-06,SAP
SAPTXN5613,SAP1613,SAPACC1613,Invoice,27620,INR,DOC020,COMP005,PLANT05,MG05,2026-01-12,SAP
SAPTXN5603,SAP1603,SAPACC1603,Credit,9388,INR,DOC007,COMP003,PLANT03,MG03,2026-02-27,SAP
SAPTXN5170,SAP1170,SAPACC1170,Credit,44530,INR,DOC011,COMP002,PLANT02,MG02,2026-02-12,SAP
SAPTXN5762,SAP1762,SAPACC1762,Payment,11661,INR,DOC012,COMP002,PLANT02,MG02,2026-02-16,SAP
SAPTXN5445,SAP1445,SAPACC1445,Payment,49383,INR,DOC004,COMP005,PLANT05,MG05,2026-02-05,SAP
SAPTXN5237,SAP1237,SAPACC1237,Invoice,6944,INR,DOC019,COMP005,PLANT05,MG05,2026-01-27,SAP
SAPTXN5217,SAP1217,SAPACC1217,Payment,954,INR,DOC019,COMP001,PLANT01,MG01,2026-03-03,SAP
SAPTXN5386,SAP1386,SAPACC1386,Invoice,20751,INR,DOC020,COMP002,PLANT02,MG02,2026-01-17,SAP
SAPTXN5862,SAP1862,SAPACC1862,Refund,1850,INR,DOC007,COMP006,PLANT06,MG06,2026-03-29,SAP
SAPTXN5767,SAP1767,SAPACC1767,Refund,11149,INR,DOC012,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPTXN5179,SAP1179,SAPACC1179,Invoice,36162,INR,DOC013,COMP003,PLANT03,MG03,2026-01-28,SAP
SAPTXN5583,SAP1583,SAPACC1583,Payment,5986,INR,DOC008,COMP007,PLANT07,MG07,2026-03-14,SAP
SAPTXN5305,SAP1305,SAPACC1305,Payment,24686,INR,DOC006,COMP001,PLANT01,MG01,2026-03-31,SAP
SAPTXN5889,SAP1889,SAPACC1889,Payment,11267,INR,DOC015,COMP001,PLANT01,MG01,2026-03-07,SAP
SAPTXN5785,SAP1785,SAPACC1785,Credit,9437,INR,DOC017,COMP001,PLANT01,MG01,2026-01-22,SAP
SAPTXN5200,SAP1200,SAPACC1200,Order,36502,INR,DOC017,COMP008,PLANT08,MG08,2026-03-31,SAP
SAPTXN5789,SAP1789,SAPACC1789,Credit,20931,INR,DOC013,COMP005,PLANT05,MG05,2026-03-22,SAP
SAPTXN5531,SAP1531,SAPACC1531,Payment,46561,INR,DOC009,COMP003,PLANT03,MG03,2026-01-07,SAP
SAPTXN5046,SAP1046,SAPACC1046,Credit,15911,INR,DOC012,COMP006,PLANT06,MG06,2026-01-18,SAP
SAPTXN5391,SAP1391,SAPACC1391,Refund,25058,INR,DOC009,COMP007,PLANT07,MG07,2026-02-01,SAP
SAPTXN5911,SAP1911,SAPACC1911,Order,9572,INR,DOC009,COMP007,PLANT07,MG07,2026-02-27,SAP
SAPTXN5515,SAP1515,SAPACC1515,Invoice,46899,INR,DOC017,COMP003,PLANT03,MG03,2026-03-27,SAP
SAPTXN5918,SAP1918,SAPACC1918,Order,25371,INR,DOC007,COMP006,PLANT06,MG06,2026-02-11,SAP
SAPTXN5494,SAP1494,SAPACC1494,Invoice,19021,INR,DOC007,COMP006,PLANT06,MG06,2026-03-26,SAP
SAPTXN5610,SAP1610,SAPACC1610,Credit,761,INR,DOC003,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPTXN5894,SAP1894,SAPACC1894,Order,32885,INR,DOC008,COMP006,PLANT06,MG06,2026-02-19,SAP
SAPTXN5276,SAP1276,SAPACC1276,Order,11471,INR,DOC015,COMP004,PLANT04,MG04,2026-02-16,SAP
SAPTXN5208,SAP1208,SAPACC1208,Refund,27912,INR,DOC003,COMP008,PLANT08,MG08,2026-03-07,SAP
SAPTXN5556,SAP1556,SAPACC1556,Payment,49129,INR,DOC010,COMP004,PLANT04,MG04,2026-01-31,SAP
SAPTXN5743,SAP1743,SAPACC1743,Order,35203,INR,DOC010,COMP007,PLANT07,MG07,2026-02-05,SAP
SAPTXN5282,SAP1282,SAPACC1282,Order,3988,INR,DOC011,COMP002,PLANT02,MG02,2026-01-26,SAP
SAPTXN5571,SAP1571,SAPACC1571,Invoice,6603,INR,DOC016,COMP003,PLANT03,MG03,2026-03-31,SAP
SAPTXN5229,SAP1229,SAPACC1229,Order,49604,INR,DOC004,COMP005,PLANT05,MG05,2026-03-23,SAP
SAPTXN5859,SAP1859,SAPACC1859,Payment,13436,INR,DOC001,COMP003,PLANT03,MG03,2026-02-20,SAP
SAPTXN5482,SAP1482,SAPACC1482,Order,5185,INR,DOC010,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPTXN5069,SAP1069,SAPACC1069,Invoice,23182,INR,DOC012,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPTXN5471,SAP1471,SAPACC1471,Refund,29747,INR,DOC007,COMP007,PLANT07,MG07,2026-03-13,SAP
SAPTXN5701,SAP1701,SAPACC1701,Payment,24241,INR,DOC010,COMP005,PLANT05,MG05,2026-02-24,SAP
SAPTXN5557,SAP1557,SAPACC1557,Order,46566,INR,DOC007,COMP005,PLANT05,MG05,2026-03-04,SAP
SAPTXN5734,SAP1734,SAPACC1734,Refund,11235,INR,DOC017,COMP006,PLANT06,MG06,2026-02-09,SAP
SAPTXN5946,SAP1946,SAPACC1946,Credit,1467,INR,DOC006,COMP002,PLANT02,MG02,2026-03-18,SAP
SAPTXN5287,SAP1287,SAPACC1287,Order,41150,INR,DOC013,COMP007,PLANT07,MG07,2026-02-04,SAP
SAPTXN5883,SAP1883,SAPACC1883,Payment,10970,INR,DOC007,COMP003,PLANT03,MG03,2026-03-27,SAP
SAPTXN5943,SAP1943,SAPACC1943,Refund,10659,INR,DOC009,COMP007,PLANT07,MG07,2026-03-29,SAP
SAPTXN5724,SAP1724,SAPACC1724,Refund,25685,INR,DOC013,COMP004,PLANT04,MG04,2026-01-20,SAP
SAPTXN5759,SAP1759,SAPACC1759,Refund,24459,INR,DOC001,COMP007,PLANT07,MG07,2026-01-15,SAP
SAPTXN5171,SAP1171,SAPACC1171,Order,21863,INR,DOC014,COMP003,PLANT03,MG03,2026-02-01,SAP
SAPTXN5326,SAP1326,SAPACC1326,Invoice,12985,INR,DOC019,COMP006,PLANT06,MG06,2026-03-10,SAP
SAPTXN5568,SAP1568,SAPACC1568,Refund,33629,INR,DOC004,COMP008,PLANT08,MG08,2026-03-31,SAP
SAPTXN5154,SAP1154,SAPACC1154,Order,6209,INR,DOC019,COMP002,PLANT02,MG02,2026-02-26,SAP
SAPTXN5250,SAP1250,SAPACC1250,Credit,41603,INR,DOC008,COMP002,PLANT02,MG02,2026-02-21,SAP
SAPTXN5207,SAP1207,SAPACC1207,Payment,32158,INR,DOC013,COMP007,PLANT07,MG07,2026-01-19,SAP
SAPTXN5199,SAP1199,SAPACC1199,Refund,34107,INR,DOC014,COMP007,PLANT07,MG07,2026-03-11,SAP
SAPTXN5934,SAP1934,SAPACC1934,Order,36728,INR,DOC007,COMP006,PLANT06,MG06,2026-03-29,SAP
SAPTXN5224,SAP1224,SAPACC1224,Order,5560,INR,DOC013,COMP008,PLANT08,MG08,2026-01-04,SAP
SAPTXN5265,SAP1265,SAPACC1265,Refund,44706,INR,DOC019,COMP001,PLANT01,MG01,2026-03-29,SAP
SAPTXN5056,SAP1056,SAPACC1056,Refund,43765,INR,DOC008,COMP008,PLANT08,MG08,2026-03-04,SAP
SAPTXN5188,SAP1188,SAPACC1188,Order,46449,INR,DOC001,COMP004,PLANT04,MG04,2026-03-03,SAP
SAPTXN5671,SAP1671,SAPACC1671,Credit,43794,INR,DOC020,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPTXN5624,SAP1624,SAPACC1624,Order,18905,INR,DOC019,COMP008,PLANT08,MG08,2026-03-10,SAP
SAPTXN5174,SAP1174,SAPACC1174,Invoice,37232,INR,DOC010,COMP006,PLANT06,MG06,2026-01-10,SAP
SAPTXN5645,SAP1645,SAPACC1645,Order,48856,INR,DOC012,COMP005,PLANT05,MG05,2026-03-31,SAP
SAPTXN5458,SAP1458,SAPACC1458,Invoice,30185,INR,DOC009,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPTXN5284,SAP1284,SAPACC1284,Order,48666,INR,DOC018,COMP004,PLANT04,MG04,2026-01-14,SAP
SAPTXN5007,SAP1007,SAPACC1007,Order,39981,INR,DOC006,COMP007,PLANT07,MG07,2026-03-17,SAP
SAPTXN5597,SAP1597,SAPACC1597,Payment,27898,INR,DOC012,COMP005,PLANT05,MG05,2026-01-08,SAP
SAPTXN5080,SAP1080,SAPACC1080,Credit,21871,INR,DOC011,COMP008,PLANT08,MG08,2026-03-04,SAP
SAPTXN5432,SAP1432,SAPACC1432,Order,47543,INR,DOC007,COMP008,PLANT08,MG08,2026-03-19,SAP
SAPTXN5446,SAP1446,SAPACC1446,Payment,36519,INR,DOC013,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5853,SAP1853,SAPACC1853,Credit,1091,INR,DOC018,COMP005,PLANT05,MG05,2026-01-21,SAP
SAPTXN5368,SAP1368,SAPACC1368,Order,24870,INR,DOC013,COMP008,PLANT08,MG08,2026-03-03,SAP
SAPTXN5923,SAP1923,SAPACC1923,Payment,21575,INR,DOC011,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPTXN5280,SAP1280,SAPACC1280,Refund,31532,INR,DOC002,COMP008,PLANT08,MG08,2026-03-24,SAP
SAPTXN5041,SAP1041,SAPACC1041,Refund,22079,INR,DOC004,COMP001,PLANT01,MG01,2026-01-08,SAP
SAPTXN5790,SAP1790,SAPACC1790,Refund,4108,INR,DOC016,COMP006,PLANT06,MG06,2026-03-26,SAP
SAPTXN5752,SAP1752,SAPACC1752,Refund,21636,INR,DOC004,COMP008,PLANT08,MG08,2026-02-14,SAP
SAPTXN5527,SAP1527,SAPACC1527,Credit,47625,INR,DOC016,COMP007,PLANT07,MG07,2026-02-13,SAP
SAPTXN5101,SAP1101,SAPACC1101,Refund,46836,INR,DOC012,COMP005,PLANT05,MG05,2026-02-28,SAP
SAPTXN5760,SAP1760,SAPACC1760,Credit,36128,INR,DOC011,COMP008,PLANT08,MG08,2026-01-06,SAP
SAPTXN5122,SAP1122,SAPACC1122,Payment,39174,INR,DOC020,COMP002,PLANT02,MG02,2026-01-20,SAP
SAPTXN5012,SAP1012,SAPACC1012,Refund,40704,INR,DOC003,COMP004,PLANT04,MG04,2026-03-06,SAP
SAPTXN5465,SAP1465,SAPACC1465,Invoice,47888,INR,DOC010,COMP001,PLANT01,MG01,2026-01-24,SAP
SAPTXN5642,SAP1642,SAPACC1642,Order,32717,INR,DOC004,COMP002,PLANT02,MG02,2026-03-10,SAP
SAPTXN5730,SAP1730,SAPACC1730,Invoice,10867,INR,DOC009,COMP002,PLANT02,MG02,2026-01-12,SAP
SAPTXN5939,SAP1939,SAPACC1939,Credit,18631,INR,DOC003,COMP003,PLANT03,MG03,2026-01-11,SAP
SAPTXN5121,SAP1121,SAPACC1121,Refund,17978,INR,DOC019,COMP001,PLANT01,MG01,2026-02-07,SAP
SAPTXN5906,SAP1906,SAPACC1906,Credit,19292,INR,DOC017,COMP002,PLANT02,MG02,2026-03-16,SAP
SAPTXN5930,SAP1930,SAPACC1930,Payment,2173,INR,DOC007,COMP002,PLANT02,MG02,2026-02-21,SAP
SAPTXN5017,SAP1017,SAPACC1017,Credit,1416,INR,DOC018,COMP001,PLANT01,MG01,2026-01-11,SAP
SAPTXN5666,SAP1666,SAPACC1666,Credit,3607,INR,DOC006,COMP002,PLANT02,MG02,2026-01-25,SAP
SAPTXN5001,SAP1001,SAPACC1001,Credit,29373,INR,DOC020,COMP001,PLANT01,MG01,2026-01-05,SAP
SAPTXN5685,SAP1685,SAPACC1685,Payment,21837,INR,DOC002,COMP005,PLANT05,MG05,2026-03-02,SAP
SAPTXN5504,SAP1504,SAPACC1504,Payment,19148,INR,DOC005,COMP008,PLANT08,MG08,2026-01-09,SAP
SAPTXN5900,SAP1900,SAPACC1900,Credit,26222,INR,DOC018,COMP004,PLANT04,MG04,2026-02-23,SAP
SAPTXN5676,SAP1676,SAPACC1676,Credit,3849,INR,DOC003,COMP004,PLANT04,MG04,2026-02-28,SAP
SAPTXN5733,SAP1733,SAPACC1733,Invoice,42202,INR,DOC013,COMP005,PLANT05,MG05,2026-02-13,SAP
SAPTXN5006,SAP1006,SAPACC1006,Invoice,15734,INR,DOC002,COMP006,PLANT06,MG06,2026-01-04,SAP
SAPTXN5308,SAP1308,SAPACC1308,Invoice,33405,INR,DOC016,COMP004,PLANT04,MG04,2026-01-24,SAP
SAPTXN5876,SAP1876,SAPACC1876,Credit,2427,INR,DOC015,COMP004,PLANT04,MG04,2026-01-11,SAP
SAPTXN5715,SAP1715,SAPACC1715,Refund,17546,INR,DOC018,COMP003,PLANT03,MG03,2026-03-31,SAP
SAPTXN5622,SAP1622,SAPACC1622,Refund,13183,INR,DOC017,COMP006,PLANT06,MG06,2026-01-12,SAP
SAPTXN5434,SAP1434,SAPACC1434,Payment,33692,INR,DOC018,COMP002,PLANT02,MG02,2026-03-28,SAP
SAPTXN5661,SAP1661,SAPACC1661,Order,35252,INR,DOC020,COMP005,PLANT05,MG05,2026-01-03,SAP
SAPTXN5647,SAP1647,SAPACC1647,Credit,32298,INR,DOC002,COMP007,PLANT07,MG07,2026-01-22,SAP
SAPTXN5720,SAP1720,SAPACC1720,Refund,38076,INR,DOC006,COMP008,PLANT08,MG08,2026-03-14,SAP
SAPTXN5904,SAP1904,SAPACC1904,Refund,33124,INR,DOC013,COMP008,PLANT08,MG08,2026-02-11,SAP
SAPTXN5636,SAP1636,SAPACC1636,Invoice,2530,INR,DOC009,COMP004,PLANT04,MG04,2026-03-14,SAP
SAPTXN5203,SAP1203,SAPACC1203,Payment,10053,INR,DOC006,COMP003,PLANT03,MG03,2026-01-31,SAP
SAPTXN5605,SAP1605,SAPACC1605,Invoice,25243,INR,DOC007,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPTXN5815,SAP1815,SAPACC1815,Invoice,21814,INR,DOC014,COMP007,PLANT07,MG07,2026-02-07,SAP
SAPTXN5827,SAP1827,SAPACC1827,Credit,7144,INR,DOC001,COMP003,PLANT03,MG03,2026-03-04,SAP
SAPTXN5053,SAP1053,SAPACC1053,Payment,33926,INR,DOC015,COMP005,PLANT05,MG05,2026-03-08,SAP
SAPTXN5908,SAP1908,SAPACC1908,Payment,34548,INR,DOC015,COMP004,PLANT04,MG04,2026-03-20,SAP
SAPTXN5452,SAP1452,SAPACC1452,Invoice,18730,INR,DOC013,COMP004,PLANT04,MG04,2026-03-13,SAP
SAPTXN5821,SAP1821,SAPACC1821,Order,23660,INR,DOC011,COMP005,PLANT05,MG05,2026-01-13,SAP
SAPTXN5233,SAP1233,SAPACC1233,Invoice,41976,INR,DOC014,COMP001,PLANT01,MG01,2026-03-25,SAP
SAPTXN5598,SAP1598,SAPACC1598,Order,25861,INR,DOC008,COMP006,PLANT06,MG06,2026-03-12,SAP
SAPTXN5125,SAP1125,SAPACC1125,Payment,43897,INR,DOC008,COMP005,PLANT05,MG05,2026-02-05,SAP
SAPTXN5754,SAP1754,SAPACC1754,Refund,3763,INR,DOC016,COMP002,PLANT02,MG02,2026-03-27,SAP
SAPTXN5517,SAP1517,SAPACC1517,Refund,12781,INR,DOC003,COMP005,PLANT05,MG05,2026-01-29,SAP
SAPTXN5561,SAP1561,SAPACC1561,Payment,16051,INR,DOC018,COMP001,PLANT01,MG01,2026-02-01,SAP
SAPTXN5026,SAP1026,SAPACC1026,Credit,1695,INR,DOC008,COMP002,PLANT02,MG02,2026-02-01,SAP
SAPTXN5614,SAP1614,SAPACC1614,Payment,22804,INR,DOC009,COMP006,PLANT06,MG06,2026-01-19,SAP
SAPTXN5137,SAP1137,SAPACC1137,Order,15850,INR,DOC006,COMP001,PLANT01,MG01,2026-03-05,SAP
SAPTXN5256,SAP1256,SAPACC1256,Credit,39851,INR,DOC008,COMP008,PLANT08,MG08,2026-01-16,SAP
SAPTXN5293,SAP1293,SAPACC1293,Credit,12552,INR,DOC007,COMP005,PLANT05,MG05,2026-01-01,SAP
SAPTXN5447,SAP1447,SAPACC1447,Payment,30547,INR,DOC011,COMP007,PLANT07,MG07,2026-02-28,SAP
SAPTXN5247,SAP1247,SAPACC1247,Order,25621,INR,DOC007,COMP007,PLANT07,MG07,2026-01-04,SAP
SAPTXN5132,SAP1132,SAPACC1132,Payment,25104,INR,DOC012,COMP004,PLANT04,MG04,2026-01-24,SAP
SAPTXN5107,SAP1107,SAPACC1107,Credit,21619,INR,DOC015,COMP003,PLANT03,MG03,2026-03-12,SAP
SAPTXN5831,SAP1831,SAPACC1831,Invoice,20323,INR,DOC013,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPTXN5195,SAP1195,SAPACC1195,Credit,11562,INR,DOC005,COMP003,PLANT03,MG03,2026-01-26,SAP
SAPTXN5710,SAP1710,SAPACC1710,Credit,10642,INR,DOC004,COMP006,PLANT06,MG06,2026-02-20,SAP
SAPTXN5828,SAP1828,SAPACC1828,Invoice,13031,INR,DOC014,COMP004,PLANT04,MG04,2026-03-05,SAP
SAPTXN5786,SAP1786,SAPACC1786,Refund,22131,INR,DOC011,COMP002,PLANT02,MG02,2026-01-06,SAP
SAPTXN5871,SAP1871,SAPACC1871,Order,14863,INR,DOC020,COMP007,PLANT07,MG07,2026-03-24,SAP
SAPTXN5176,SAP1176,SAPACC1176,Payment,10122,INR,DOC019,COMP008,PLANT08,MG08,2026-02-05,SAP
SAPTXN5811,SAP1811,SAPACC1811,Credit,41071,INR,DOC005,COMP003,PLANT03,MG03,2026-01-26,SAP
SAPTXN5902,SAP1902,SAPACC1902,Order,18775,INR,DOC008,COMP006,PLANT06,MG06,2026-03-20,SAP
SAPTXN5403,SAP1403,SAPACC1403,Order,19975,INR,DOC020,COMP003,PLANT03,MG03,2026-01-09,SAP
SAPTXN5246,SAP1246,SAPACC1246,Order,48265,INR,DOC002,COMP006,PLANT06,MG06,2026-01-29,SAP
SAPTXN5800,SAP1800,SAPACC1800,Order,1254,INR,DOC011,COMP008,PLANT08,MG08,2026-03-18,SAP
SAPTXN5050,SAP1050,SAPACC1050,Refund,32559,INR,DOC005,COMP002,PLANT02,MG02,2026-03-01,SAP
SAPTXN5052,SAP1052,SAPACC1052,Invoice,21603,INR,DOC013,COMP004,PLANT04,MG04,2026-01-20,SAP
SAPTXN5758,SAP1758,SAPACC1758,Refund,45776,INR,DOC005,COMP006,PLANT06,MG06,2026-03-11,SAP
SAPTXN5919,SAP1919,SAPACC1919,Order,41956,INR,DOC017,COMP007,PLANT07,MG07,2026-03-02,SAP
SAPTXN5508,SAP1508,SAPACC1508,Credit,15977,INR,DOC018,COMP004,PLANT04,MG04,2026-03-24,SAP
SAPTXN5317,SAP1317,SAPACC1317,Payment,39955,INR,DOC012,COMP005,PLANT05,MG05,2026-01-21,SAP
SAPTXN5252,SAP1252,SAPACC1252,Credit,22809,INR,DOC014,COMP004,PLANT04,MG04,2026-03-17,SAP
SAPTXN5753,SAP1753,SAPACC1753,Refund,10077,INR,DOC007,COMP001,PLANT01,MG01,2026-03-09,SAP
SAPTXN5040,SAP1040,SAPACC1040,Refund,47152,INR,DOC004,COMP008,PLANT08,MG08,2026-02-10,SAP
SAPTXN5670,SAP1670,SAPACC1670,Refund,3865,INR,DOC009,COMP006,PLANT06,MG06,2026-01-01,SAP
SAPTXN5216,SAP1216,SAPACC1216,Credit,1042,INR,DOC007,COMP008,PLANT08,MG08,2026-01-24,SAP
SAPTXN5509,SAP1509,SAPACC1509,Payment,11858,INR,DOC013,COMP005,PLANT05,MG05,2026-02-06,SAP
SAPTXN5197,SAP1197,SAPACC1197,Refund,44447,INR,DOC005,COMP005,PLANT05,MG05,2026-03-16,SAP
SAPTXN5547,SAP1547,SAPACC1547,Invoice,35943,INR,DOC002,COMP003,PLANT03,MG03,2026-02-11,SAP
SAPTXN5774,SAP1774,SAPACC1774,Payment,48347,INR,DOC002,COMP006,PLANT06,MG06,2026-03-23,SAP
