transaction_id,customer_id,account_id,transaction_type,amount,currency,opportunity_id,opportunity_stage,campaign_id,transaction_date,source_system
SFTXN5432,SF1432,SFACC1432,Refund,7132,USD,OPP0432,Negotiation,CAMP042,2025-01-08 00:00:00,Salesforce
SFTXN5300,SF1300,SFACC1300,Payment,16700,USD,OPP0300,Negotiation,CAMP039,2024-05-28 00:00:00,Salesforce
SFTXN5347,SF1347,SFACC1347,Payment,45439,USD,OPP0347,Closed Won,CAMP010,2024-05-22 00:00:00,Salesforce
SFTXN5929,SF1929,SFACC1929,Payment,12319,USD,OPP0929,Negotiation,CAMP045,2024-11-17 00:00:00,Salesforce
SFTXN5760,SF1760,SFACC1760,Payment,47819,USD,OPP0760,Closed Lost,CAMP022,2025-12-09 00:00:00,Salesforce
SFTXN5079,SF1079,SFACC1079,Invoice,40696,USD,OPP0079,Closed Won,CAMP033,2025-03-10 00:00:00,Salesforce
SFTXN5471,SF1471,SFACC1471,Invoice,23021,USD,OPP0471,Closed Won,CAMP014,2024-06-04 00:00:00,Salesforce
SFTXN5794,SF1794,SFACC1794,Invoice,18039,USD,OPP0794,Prospecting,CAMP003,2025-02-02 00:00:00,Salesforce
SFTXN5837,SF1837,SFACC1837,Refund,12990,USD,OPP0837,Closed Lost,CAMP002,2026-02-28 00:00:00,Salesforce
SFTXN5038,SF1038,SFACC1038,Payment,29733,USD,OPP0038,Negotiation,CAMP018,2026-03-20 00:00:00,Salesforce
SFTXN5767,SF1767,SFACC1767,Credit,33594,USD,OPP0767,Negotiation,CAMP035,2026-01-15 00:00:00,Salesforce
SFTXN5188,SF1188,SFACC1188,Invoice,44270,USD,OPP0188,Prospecting,CAMP011,2026-02-07 00:00:00,Salesforce
SFTXN5065,SF1065,SFACC1065,Order,49918,USD,OPP0065,Negotiation,CAMP009,2026-01-10 00:00:00,Salesforce
SFTXN5173,SF1173,SFACC1173,Order,16644,USD,OPP0173,Closed Lost,CAMP044,2024-09-28 00:00:00,Salesforce
SFTXN5157,SF1157,SFACC1157,Order,9189,USD,OPP0157,Qualification,CAMP031,2026-01-17 00:00:00,Salesforce
SFTXN5014,SF1014,SFACC1014,Invoice,37996,USD,OPP0014,Negotiation,CAMP047,2026-01-24 00:00:00,Salesforce
SFTXN5343,SF1343,SFACC1343,Payment,41933,USD,OPP0343,Prospecting,CAMP007,2024-07-01 00:00:00,Salesforce
SFTXN5046,SF1046,SFACC1046,Credit,45765,USD,OPP0046,Prospecting,CAMP036,2025-02-07 00:00:00,Salesforce
SFTXN5698,SF1698,SFACC1698,Credit,30214,USD,OPP0698,Proposal,CAMP042,2025-07-03 00:00:00,Salesforce
SFTXN5673,SF1673,SFACC1673,Payment,11498,USD,OPP0673,Proposal,CAMP008,2025-06-20 00:00:00,Salesforce
SFTXN5689,SF1689,SFACC1689,Payment,16214,USD,OPP0689,Closed Won,CAMP047,2025-02-22 00:00:00,Salesforce
SFTXN5320,SF1320,SFACC1320,Payment,48405,USD,OPP0320,Closed Lost,CAMP004,2026-02-01 00:00:00,Salesforce
SFTXN5255,SF1255,SFACC1255,Refund,46390,USD,OPP0255,Closed Won,CAMP037,2024-06-01 00:00:00,Salesforce
SFTXN5352,SF1352,SFACC1352,Credit,46666,USD,OPP0352,Qualification,CAMP022,2025-02-09 00:00:00,Salesforce
SFTXN5568,SF1568,SFACC1568,Credit,43154,USD,OPP0568,Qualification,CAMP046,2024-07-01 00:00:00,Salesforce
SFTXN5737,SF1737,SFACC1737,Payment,5403,USD,OPP0737,Negotiation,CAMP019,2025-11-09 00:00:00,Salesforce
SFTXN5850,SF1850,SFACC1850,Payment,43943,USD,OPP0850,Proposal,CAMP011,2024-06-28 00:00:00,Salesforce
SFTXN5648,SF1648,SFACC1648,Payment,1641,USD,OPP0648,Prospecting,CAMP020,2025-07-20 00:00:00,Salesforce
SFTXN5324,SF1324,SFACC1324,Order,30912,USD,OPP0324,Qualification,CAMP033,2025-01-17 00:00:00,Salesforce
SFTXN5315,SF1315,SFACC1315,Payment,19636,USD,OPP0315,Closed Lost,CAMP014,2026-01-27 00:00:00,Salesforce
SFTXN5578,SF1578,SFACC1578,Payment,43004,USD,OPP0578,Closed Lost,CAMP009,2026-02-19 00:00:00,Salesforce
SFTXN5186,SF1186,SFACC1186,Payment,9066,USD,OPP0186,Prospecting,CAMP025,2024-06-03 00:00:00,Salesforce
SFTXN5464,SF1464,SFACC1464,Refund,15140,USD,OPP0464,Closed Lost,CAMP018,2024-12-23 00:00:00,Salesforce
SFTXN5425,SF1425,SFACC1425,Invoice,3562,USD,OPP0425,Proposal,CAMP043,2025-06-07 00:00:00,Salesforce
SFTXN5755,SF1755,SFACC1755,Credit,26253,USD,OPP0755,Prospecting,CAMP016,2024-02-07 00:00:00,Salesforce
SFTXN5434,SF1434,SFACC1434,Refund,46343,USD,OPP0434,Proposal,CAMP034,2025-01-20 00:00:00,Salesforce
SFTXN5225,SF1225,SFACC1225,Invoice,16897,USD,OPP0225,Proposal,CAMP026,2025-11-17 00:00:00,Salesforce
SFTXN5615,SF1615,SFACC1615,Order,44371,USD,OPP0615,Proposal,CAMP007,2024-01-30 00:00:00,Salesforce
SFTXN5517,SF1517,SFACC1517,Payment,14430,USD,OPP0517,Closed Won,CAMP010,2025-03-14 00:00:00,Salesforce
SFTXN5278,SF1278,SFACC1278,Credit,49068,USD,OPP0278,Qualification,CAMP048,2025-12-04 00:00:00,Salesforce
SFTXN5852,SF1852,SFACC1852,Invoice,46944,USD,OPP0852,Closed Won,CAMP015,2025-04-25 00:00:00,Salesforce
SFTXN5081,SF1081,SFACC1081,Order,21665,USD,OPP0081,Closed Won,CAMP016,2026-03-31 00:00:00,Salesforce
SFTXN5381,SF1381,SFACC1381,Refund,18347,USD,OPP0381,Negotiation,CAMP024,2025-02-07 00:00:00,Salesforce
SFTXN5011,SF1011,SFACC1011,Payment,21095,USD,OPP0011,Closed Won,CAMP025,2024-07-10 00:00:00,Salesforce
SFTXN5779,SF1779,SFACC1779,Credit,15649,USD,OPP0779,Negotiation,CAMP006,2025-04-17 00:00:00,Salesforce
SFTXN5672,SF1672,SFACC1672,Credit,38953,USD,OPP0672,Qualification,CAMP039,2025-12-12 00:00:00,Salesforce
SFTXN5226,SF1226,SFACC1226,Credit,19129,USD,OPP0226,Closed Lost,CAMP014,2025-09-20 00:00:00,Salesforce
SFTXN5477,SF1477,SFACC1477,Credit,34223,USD,OPP0477,Proposal,CAMP044,2025-11-01 00:00:00,Salesforce
SFTXN5485,SF1485,SFACC1485,Payment,22474,USD,OPP0485,Negotiation,CAMP001,2024-01-13 00:00:00,Salesforce
SFTXN5645,SF1645,SFACC1645,Refund,10648,USD,OPP0645,Proposal,CAMP037,2024-12-22 00:00:00,Salesforce
SFTXN5175,SF1175,SFACC1175,Refund,42224,USD,OPP0175,Qualification,CAMP018,2024-03-30 00:00:00,Salesforce
SFTXN5622,SF1622,SFACC1622,Order,24462,USD,OPP0622,Negotiation,CAMP027,2024-08-29 00:00:00,Salesforce
SFTXN5104,SF1104,SFACC1104,Payment,20672,USD,OPP0104,Proposal,CAMP027,2025-12-28 00:00:00,Salesforce
SFTXN5908,SF1908,SFACC1908,Refund,702,USD,OPP0908,Prospecting,CAMP037,2025-12-03 00:00:00,Salesforce
SFTXN5424,SF1424,SFACC1424,Invoice,7442,USD,OPP0424,Closed Lost,CAMP024,2025-12-03 00:00:00,Salesforce
SFTXN5333,SF1333,SFACC1333,Refund,12886,USD,OPP0333,Proposal,CAMP003,2025-08-29 00:00:00,Salesforce
SFTXN5943,SF1943,SFACC1943,Order,25540,USD,OPP0943,Qualification,CAMP010,2025-10-02 00:00:00,Salesforce
SFTXN5885,SF1885,SFACC1885,Credit,12436,USD,OPP0885,Negotiation,CAMP002,2024-01-11 00:00:00,Salesforce
SFTXN5017,SF1017,SFACC1017,Order,767,USD,OPP0017,Proposal,CAMP007,2024-12-27 00:00:00,Salesforce
SFTXN5152,SF1152,SFACC1152,Refund,17915,USD,OPP0152,Negotiation,CAMP020,2024-01-06 00:00:00,Salesforce
SFTXN5122,SF1122,SFACC1122,Payment,35526,USD,OPP0122,Proposal,CAMP023,2025-08-26 00:00:00,Salesforce
SFTXN5693,SF1693,SFACC1693,Credit,14107,USD,OPP0693,Prospecting,CAMP004,2025-12-09 00:00:00,Salesforce
SFTXN5319,SF1319,SFACC1319,Credit,45907,USD,OPP0319,Closed Lost,CAMP039,2025-12-28 00:00:00,Salesforce
SFTXN5342,SF1342,SFACC1342,Invoice,1123,USD,OPP0342,Qualification,CAMP014,2025-12-09 00:00:00,Salesforce
SFTXN5417,SF1417,SFACC1417,Invoice,26995,USD,OPP0417,Closed Won,CAMP025,2025-04-18 00:00:00,Salesforce
SFTXN5743,SF1743,SFACC1743,Credit,12495,USD,OPP0743,Closed Lost,CAMP004,2024-05-18 00:00:00,Salesforce
SFTXN5522,SF1522,SFACC1522,Invoice,7641,USD,OPP0522,Proposal,CAMP028,2025-08-19 00:00:00,Salesforce
SFTXN5080,SF1080,SFACC1080,Refund,46535,USD,OPP0080,Qualification,CAMP008,2025-06-13 00:00:00,Salesforce
SFTXN5454,SF1454,SFACC1454,Payment,42692,USD,OPP0454,Negotiation,CAMP032,2024-01-21 00:00:00,Salesforce
SFTXN5056,SF1056,SFACC1056,Invoice,3338,USD,OPP0056,Closed Lost,CAMP035,2025-03-09 00:00:00,Salesforce
SFTXN5351,SF1351,SFACC1351,Payment,3730,USD,OPP0351,Negotiation,CAMP027,2025-01-16 00:00:00,Salesforce
SFTXN5565,SF1565,SFACC1565,Refund,37743,USD,OPP0565,Qualification,CAMP022,2025-12-15 00:00:00,Salesforce
SFTXN5156,SF1156,SFACC1156,Order,18694,USD,OPP0156,Negotiation,CAMP033,2025-04-01 00:00:00,Salesforce
SFTXN5578,SF1578,SFACC1578,Payment,43004,USD,OPP0578,Closed Lost,CAMP009,2026-02-19 00:00:00,Salesforce
SFTXN5718,SF1718,SFACC1718,Credit,27130,USD,OPP0718,Negotiation,CAMP025,2024-07-01 00:00:00,Salesforce
SFTXN5617,SF1617,SFACC1617,Refund,15969,USD,OPP0617,Prospecting,CAMP033,2025-07-07 00:00:00,Salesforce
SFTXN5838,SF1838,SFACC1838,Invoice,34541,USD,OPP0838,Qualification,CAMP004,2024-02-25 00:00:00,Salesforce
SFTXN5758,SF1758,SFACC1758,Credit,42508,USD,OPP0758,Negotiation,CAMP015,2024-05-15 00:00:00,Salesforce
SFTXN5040,SF1040,SFACC1040,Payment,9801,USD,OPP0040,Closed Lost,CAMP036,2024-07-01 00:00:00,Salesforce
SFTXN5280,SF1280,SFACC1280,Refund,33728,USD,OPP0280,Proposal,CAMP037,2025-03-29 00:00:00,Salesforce
SFTXN5136,SF1136,SFACC1136,Credit,26569,USD,OPP0136,Qualification,CAMP037,2025-10-27 00:00:00,Salesforce
SFTXN5679,SF1679,SFACC1679,Order,2526,USD,OPP0679,Closed Lost,CAMP037,2024-07-06 00:00:00,Salesforce
SFTXN5829,SF1829,SFACC1829,Order,41940,USD,OPP0829,Closed Lost,CAMP036,2026-02-27 00:00:00,Salesforce
SFTXN5304,SF1304,SFACC1304,Invoice,40682,USD,OPP0304,Negotiation,CAMP007,2024-08-10 00:00:00,Salesforce
SFTXN5821,SF1821,SFACC1821,Credit,4930,USD,OPP0821,Closed Won,CAMP043,2025-04-17 00:00:00,Salesforce
SFTXN5906,SF1906,SFACC1906,Invoice,28514,USD,OPP0906,Closed Lost,CAMP024,2024-11-04 00:00:00,Salesforce
SFTXN5518,SF1518,SFACC1518,Refund,35156,USD,OPP0518,Qualification,CAMP036,2024-06-11 00:00:00,Salesforce
SFTXN5592,SF1592,SFACC1592,Invoice,22535,USD,OPP0592,Proposal,CAMP033,2024-05-24 00:00:00,Salesforce
SFTXN5549,SF1549,SFACC1549,Invoice,45413,USD,OPP0549,Closed Won,CAMP016,2025-02-16 00:00:00,Salesforce
SFTXN5531,SF1531,SFACC1531,Invoice,35347,USD,OPP0531,Negotiation,CAMP035,2025-06-22 00:00:00,Salesforce
SFTXN5412,SF1412,SFACC1412,Credit,32610,USD,OPP0412,Closed Won,CAMP044,2025-09-02 00:00:00,Salesforce
SFTXN5357,SF1357,SFACC1357,Order,32187,USD,OPP0357,Closed Lost,CAMP020,2024-09-25 00:00:00,Salesforce
SFTXN5555,SF1555,SFACC1555,Payment,46860,USD,OPP0555,Closed Won,CAMP002,2025-04-19 00:00:00,Salesforce
SFTXN5355,SF1355,SFACC1355,Payment,8949,USD,OPP0355,Closed Lost,CAMP036,2025-02-05 00:00:00,Salesforce
SFTXN5209,SF1209,SFACC1209,Payment,13634,USD,OPP0209,Qualification,CAMP027,2024-11-06 00:00:00,Salesforce
SFTXN5663,SF1663,SFACC1663,Order,19068,USD,OPP0663,Proposal,CAMP017,2024-12-27 00:00:00,Salesforce
SFTXN5190,SF1190,SFACC1190,Refund,23288,USD,OPP0190,Proposal,CAMP010,2024-06-07 00:00:00,Salesforce
SFTXN5182,SF1182,SFACC1182,Invoice,48020,USD,OPP0182,Negotiation,CAMP002,2024-01-26 00:00:00,Salesforce
SFTXN5150,SF1150,SFACC1150,Payment,3711,USD,OPP0150,Negotiation,CAMP037,2025-02-12 00:00:00,Salesforce
SFTXN5107,SF1107,SFACC1107,Credit,27898,USD,OPP0107,Prospecting,CAMP020,2024-11-18 00:00:00,Salesforce
SFTXN5007,SF1007,SFACC1007,Payment,21381,USD,OPP0007,Qualification,CAMP028,2025-12-19 00:00:00,Salesforce
SFTXN5831,SF1831,SFACC1831,Credit,22664,USD,OPP0831,Proposal,CAMP046,2024-02-12 00:00:00,Salesforce
SFTXN5643,SF1643,SFACC1643,Refund,9624,USD,OPP0643,Closed Won,CAMP048,2025-11-23 00:00:00,Salesforce
SFTXN5009,SF1009,SFACC1009,Refund,46688,USD,OPP0009,Proposal,CAMP007,2024-06-25 00:00:00,Salesforce
SFTXN5601,SF1601,SFACC1601,Payment,37257,USD,OPP0601,Prospecting,CAMP021,2025-04-12 00:00:00,Salesforce
SFTXN5242,SF1242,SFACC1242,Order,20089,USD,OPP0242,Closed Won,CAMP034,2024-07-24 00:00:00,Salesforce
SFTXN5398,SF1398,SFACC1398,Credit,6580,USD,OPP0398,Prospecting,CAMP045,2025-11-07 00:00:00,Salesforce
SFTXN5544,SF1544,SFACC1544,Invoice,33535,USD,OPP0544,Prospecting,CAMP019,2026-02-09 00:00:00,Salesforce
SFTXN5619,SF1619,SFACC1619,Credit,6525,USD,OPP0619,Qualification,CAMP047,2025-05-11 00:00:00,Salesforce
SFTXN5338,SF1338,SFACC1338,Refund,27146,USD,OPP0338,Proposal,CAMP009,2024-07-25 00:00:00,Salesforce
SFTXN5792,SF1792,SFACC1792,Order,1297,USD,OPP0792,Qualification,CAMP014,2024-06-23 00:00:00,Salesforce
SFTXN5051,SF1051,SFACC1051,Invoice,20953,USD,OPP0051,Prospecting,CAMP031,2025-03-03 00:00:00,Salesforce
SFTXN5628,SF1628,SFACC1628,Payment,32685,USD,OPP0628,Negotiation,CAMP025,2025-08-19 00:00:00,Salesforce
SFTXN5259,SF1259,SFACC1259,Credit,41652,USD,OPP0259,Closed Won,CAMP006,2025-11-25 00:00:00,Salesforce
SFTXN5087,SF1087,SFACC1087,Invoice,23525,USD,OPP0087,Closed Won,CAMP043,2025-12-11 00:00:00,Salesforce
SFTXN5311,SF1311,SFACC1311,Payment,31182,USD,OPP0311,Prospecting,CAMP042,2025-11-07 00:00:00,Salesforce
SFTXN5306,SF1306,SFACC1306,Credit,11544,USD,OPP0306,Proposal,CAMP004,2025-07-05 00:00:00,Salesforce
SFTXN5898,SF1898,SFACC1898,Order,21953,USD,OPP0898,Qualification,CAMP039,2026-02-03 00:00:00,Salesforce
SFTXN5098,SF1098,SFACC1098,Credit,39661,USD,OPP0098,Qualification,CAMP026,2026-02-05 00:00:00,Salesforce
SFTXN5050,SF1050,SFACC1050,Order,19888,USD,OPP0050,Closed Lost,CAMP001,2026-02-06 00:00:00,Salesforce
SFTXN5183,SF1183,SFACC1183,Invoice,28260,USD,OPP0183,Closed Lost,CAMP047,2025-03-25 00:00:00,Salesforce
SFTXN5642,SF1642,SFACC1642,Payment,24062,USD,OPP0642,Proposal,CAMP030,2025-09-18 00:00:00,Salesforce
SFTXN5276,SF1276,SFACC1276,Refund,29033,USD,OPP0276,Qualification,CAMP006,2025-07-31 00:00:00,Salesforce
SFTXN5596,SF1596,SFACC1596,Order,45500,USD,OPP0596,Proposal,CAMP028,2025-01-14 00:00:00,Salesforce
SFTXN5094,SF1094,SFACC1094,Refund,49508,USD,OPP0094,Prospecting,CAMP043,2024-06-29 00:00:00,Salesforce
SFTXN5780,SF1780,SFACC1780,Payment,39685,USD,OPP0780,Prospecting,CAMP033,2025-06-09 00:00:00,Salesforce
SFTXN5928,SF1928,SFACC1928,Credit,37737,USD,OPP0928,Prospecting,CAMP022,2024-06-30 00:00:00,Salesforce
SFTXN5608,SF1608,SFACC1608,Refund,28328,USD,OPP0608,Closed Lost,CAMP042,2025-10-27 00:00:00,Salesforce
SFTXN5227,SF1227,SFACC1227,Refund,19539,USD,OPP0227,Qualification,CAMP010,2024-11-28 00:00:00,Salesforce
SFTXN5439,SF1439,SFACC1439,Order,1135,USD,OPP0439,Closed Lost,CAMP049,2025-03-15 00:00:00,Salesforce
SFTXN5895,SF1895,SFACC1895,Payment,37889,USD,OPP0895,Closed Lost,CAMP026,2025-12-09 00:00:00,Salesforce
SFTXN5943,SF1943,SFACC1943,Order,25540,USD,OPP0943,Qualification,CAMP010,2025-10-02 00:00:00,Salesforce
SFTXN5832,SF1832,SFACC1832,Order,11718,USD,OPP0832,Qualification,CAMP001,2025-12-24 00:00:00,Salesforce
SFTXN5810,SF1810,SFACC1810,Payment,49875,USD,OPP0810,Closed Won,CAMP003,2025-07-03 00:00:00,Salesforce
SFTXN5932,SF1932,SFACC1932,Refund,17297,USD,OPP0932,Proposal,CAMP050,2024-08-14 00:00:00,Salesforce
SFTXN5484,SF1484,SFACC1484,Payment,22022,USD,OPP0484,Closed Lost,CAMP002,2024-03-29 00:00:00,Salesforce
SFTXN5626,SF1626,SFACC1626,Credit,45436,USD,OPP0626,Qualification,CAMP034,2024-04-13 00:00:00,Salesforce
SFTXN5582,SF1582,SFACC1582,Invoice,6268,USD,OPP0582,Qualification,CAMP036,2025-09-27 00:00:00,Salesforce
SFTXN5817,SF1817,SFACC1817,Credit,49131,USD,OPP0817,Proposal,CAMP018,2024-04-30 00:00:00,Salesforce
SFTXN5663,SF1663,SFACC1663,Order,19068,USD,OPP0663,Proposal,CAMP017,2024-12-27 00:00:00,Salesforce
SFTXN5236,SF1236,SFACC1236,Credit,19357,USD,OPP0236,Qualification,CAMP027,2024-04-10 00:00:00,Salesforce
SFTXN5888,SF1888,SFACC1888,Payment,19973,USD,OPP0888,Negotiation,CAMP027,2024-02-08 00:00:00,Salesforce
SFTXN5414,SF1414,SFACC1414,Refund,45793,USD,OPP0414,Qualification,CAMP045,2024-10-30 00:00:00,Salesforce
SFTXN5912,SF1912,SFACC1912,Payment,20443,USD,OPP0912,Closed Lost,CAMP035,2025-02-17 00:00:00,Salesforce
SFTXN5270,SF1270,SFACC1270,Order,45405,USD,OPP0270,Negotiation,CAMP028,2025-04-07 00:00:00,Salesforce
SFTXN5271,SF1271,SFACC1271,Order,15665,USD,OPP0271,Proposal,CAMP043,2025-04-20 00:00:00,Salesforce
SFTXN5507,SF1507,SFACC1507,Credit,22488,USD,OPP0507,Qualification,CAMP020,2025-08-23 00:00:00,Salesforce
SFTXN5106,SF1106,SFACC1106,Order,18738,USD,OPP0106,Qualification,CAMP015,2025-12-16 00:00:00,Salesforce
SFTXN5746,SF1746,SFACC1746,Refund,17718,USD,OPP0746,Negotiation,CAMP029,2026-02-12 00:00:00,Salesforce
SFTXN5263,SF1263,SFACC1263,Payment,32678,USD,OPP0263,Closed Won,CAMP028,2024-06-01 00:00:00,Salesforce
SFTXN5003,SF1003,SFACC1003,Order,46587,USD,OPP0003,Qualification,CAMP041,2024-01-05 00:00:00,Salesforce
SFTXN5382,SF1382,SFACC1382,Invoice,41847,USD,OPP0382,Closed Won,CAMP010,2025-01-15 00:00:00,Salesforce
SFTXN5199,SF1199,SFACC1199,Invoice,43346,USD,OPP0199,Closed Lost,CAMP023,2024-03-09 00:00:00,Salesforce
SFTXN5585,SF1585,SFACC1585,Order,23252,USD,OPP0585,Proposal,CAMP009,2024-07-23 00:00:00,Salesforce
SFTXN5391,SF1391,SFACC1391,Order,48767,USD,OPP0391,Closed Lost,CAMP016,2024-03-06 00:00:00,Salesforce
SFTXN5722,SF1722,SFACC1722,Refund,23100,USD,OPP0722,Closed Lost,CAMP025,2025-05-12 00:00:00,Salesforce
SFTXN5788,SF1788,SFACC1788,Invoice,10249,USD,OPP0788,Closed Won,CAMP040,2024-07-12 00:00:00,Salesforce
SFTXN5191,SF1191,SFACC1191,Order,21054,USD,OPP0191,Qualification,CAMP035,2024-10-20 00:00:00,Salesforce
SFTXN5704,SF1704,SFACC1704,Refund,7036,USD,OPP0704,Closed Lost,CAMP025,2025-12-20 00:00:00,Salesforce
SFTXN5010,SF1010,SFACC1010,Order,26416,USD,OPP0010,Qualification,CAMP033,2024-06-18 00:00:00,Salesforce
SFTXN5282,SF1282,SFACC1282,Invoice,24192,USD,OPP0282,Negotiation,CAMP021,2024-05-02 00:00:00,Salesforce
SFTXN5323,SF1323,SFACC1323,Refund,38829,USD,OPP0323,Qualification,CAMP024,2024-04-12 00:00:00,Salesforce
SFTXN5440,SF1440,SFACC1440,Order,13190,USD,OPP0440,Prospecting,CAMP032,2026-03-08 00:00:00,Salesforce
SFTXN5071,SF1071,SFACC1071,Invoice,21495,USD,OPP0071,Closed Lost,CAMP049,2024-05-16 00:00:00,Salesforce
SFTXN5851,SF1851,SFACC1851,Order,24063,USD,OPP0851,Closed Won,CAMP043,2024-07-23 00:00:00,Salesforce
SFTXN5041,SF1041,SFACC1041,Credit,6422,USD,OPP0041,Closed Won,CAMP013,2024-06-07 00:00:00,Salesforce
SFTXN5234,SF1234,SFACC1234,Invoice,9453,USD,OPP0234,Negotiation,CAMP030,2024-06-26 00:00:00,Salesforce
SFTXN5725,SF1725,SFACC1725,Payment,32867,USD,OPP0725,Closed Lost,CAMP044,2025-12-05 00:00:00,Salesforce
SFTXN5862,SF1862,SFACC1862,Refund,30591,USD,OPP0862,Closed Lost,CAMP003,2024-09-17 00:00:00,Salesforce
SFTXN5777,SF1777,SFACC1777,Refund,29420,USD,OPP0777,Closed Lost,CAMP049,2024-04-25 00:00:00,Salesforce
SFTXN5503,SF1503,SFACC1503,Refund,12890,USD,OPP0503,Prospecting,CAMP033,2024-08-28 00:00:00,Salesforce
SFTXN5946,SF1946,SFACC1946,Invoice,1448,USD,OPP0946,Prospecting,CAMP049,2026-01-07 00:00:00,Salesforce
SFTXN5495,SF1495,SFACC1495,Invoice,21792,USD,OPP0495,Qualification,CAMP024,2024-08-30 00:00:00,Salesforce
SFTXN5475,SF1475,SFACC1475,Order,42372,USD,OPP0475,Negotiation,CAMP028,2024-06-04 00:00:00,Salesforce
SFTXN5235,SF1235,SFACC1235,Invoice,23012,USD,OPP0235,Negotiation,CAMP007,2024-03-06 00:00:00,Salesforce
SFTXN5309,SF1309,SFACC1309,Credit,48438,USD,OPP0309,Qualification,CAMP035,2025-06-21 00:00:00,Salesforce
SFTXN5185,SF1185,SFACC1185,Refund,5324,USD,OPP0185,Closed Won,CAMP037,2025-10-12 00:00:00,Salesforce
SFTXN5172,SF1172,SFACC1172,Order,47819,USD,OPP0172,Negotiation,CAMP041,2025-03-18 00:00:00,Salesforce
SFTXN5035,SF1035,SFACC1035,Credit,27476,USD,OPP0035,Closed Won,CAMP001,2024-04-15 00:00:00,Salesforce
SFTXN5030,SF1030,SFACC1030,Refund,43624,USD,OPP0030,Negotiation,CAMP038,2025-08-18 00:00:00,Salesforce
SFTXN5257,SF1257,SFACC1257,Credit,3283,USD,OPP0257,Negotiation,CAMP029,2025-07-08 00:00:00,Salesforce
SFTXN5505,SF1505,SFACC1505,Invoice,43565,USD,OPP0505,Proposal,CAMP008,2025-07-08 00:00:00,Salesforce
SFTXN5940,SF1940,SFACC1940,Credit,27481,USD,OPP0940,Negotiation,CAMP027,2025-07-08 00:00:00,Salesforce
SFTXN5647,SF1647,SFACC1647,Credit,37337,USD,OPP0647,Qualification,CAMP032,2025-11-16 00:00:00,Salesforce
SFTXN5075,SF1075,SFACC1075,Invoice,38922,USD,OPP0075,Qualification,CAMP008,2025-07-30 00:00:00,Salesforce
SFTXN5551,SF1551,SFACC1551,Credit,33619,USD,OPP0551,Proposal,CAMP050,2024-09-14 00:00:00,Salesforce
SFTXN5494,SF1494,SFACC1494,Payment,38070,USD,OPP0494,Proposal,CAMP011,2024-12-21 00:00:00,Salesforce
SFTXN5547,SF1547,SFACC1547,Credit,8148,USD,OPP0547,Qualification,CAMP033,2025-07-25 00:00:00,Salesforce
SFTXN5156,SF1156,SFACC1156,Order,18694,USD,OPP0156,Negotiation,CAMP033,2025-04-01 00:00:00,Salesforce
SFTXN5034,SF1034,SFACC1034,Invoice,35112,USD,OPP0034,Closed Won,CAMP042,2025-07-30 00:00:00,Salesforce
SFTXN5297,SF1297,SFACC1297,Order,6063,USD,OPP0297,Proposal,CAMP048,2026-01-27 00:00:00,Salesforce
SFTXN5632,SF1632,SFACC1632,Refund,43502,USD,OPP0632,Prospecting,CAMP030,2025-11-10 00:00:00,Salesforce
SFTXN5015,SF1015,SFACC1015,Order,39643,USD,OPP0015,Closed Won,CAMP025,2025-12-15 00:00:00,Salesforce
SFTXN5801,SF1801,SFACC1801,Refund,26784,USD,OPP0801,Closed Won,CAMP046,2025-09-13 00:00:00,Salesforce
SFTXN5902,SF1902,SFACC1902,Refund,22698,USD,OPP0902,Prospecting,CAMP029,2024-09-30 00:00:00,Salesforce
SFTXN5045,SF1045,SFACC1045,Refund,12639,USD,OPP0045,Prospecting,CAMP016,2025-03-20 00:00:00,Salesforce
SFTXN5559,SF1559,SFACC1559,Payment,46543,USD,OPP0559,Qualification,CAMP050,2024-10-23 00:00:00,Salesforce
SFTXN5314,SF1314,SFACC1314,Payment,43369,USD,OPP0314,Proposal,CAMP013,2024-05-24 00:00:00,Salesforce
SFTXN5063,SF1063,SFACC1063,Refund,1338,USD,OPP0063,Closed Lost,CAMP042,2024-12-21 00:00:00,Salesforce
SFTXN5368,SF1368,SFACC1368,Refund,29569,USD,OPP0368,Closed Won,CAMP041,2024-12-06 00:00:00,Salesforce
SFTXN5876,SF1876,SFACC1876,Order,34697,USD,OPP0876,Prospecting,CAMP028,2024-05-10 00:00:00,Salesforce
SFTXN5349,SF1349,SFACC1349,Order,7283,USD,OPP0349,Prospecting,CAMP036,2025-07-07 00:00:00,Salesforce
SFTXN5155,SF1155,SFACC1155,Refund,504,USD,OPP0155,Proposal,CAMP024,2025-05-16 00:00:00,Salesforce
SFTXN5586,SF1586,SFACC1586,Order,7124,USD,OPP0586,Closed Lost,CAMP011,2025-01-21 00:00:00,Salesforce
SFTXN5861,SF1861,SFACC1861,Order,40050,USD,OPP0861,Negotiation,CAMP047,2024-01-27 00:00:00,Salesforce
SFTXN5642,SF1642,SFACC1642,Payment,24062,USD,OPP0642,Proposal,CAMP030,2025-09-18 00:00:00,Salesforce
SFTXN5220,SF1220,SFACC1220,Order,28251,USD,OPP0220,Closed Lost,CAMP001,2025-04-08 00:00:00,Salesforce
SFTXN5759,SF1759,SFACC1759,Invoice,39044,USD,OPP0759,Closed Won,CAMP008,2025-09-14 00:00:00,Salesforce
